project_id,smell_id,smell_type,refactoring_type,alignment_confidence
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Move And Rename Class,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Move And Rename Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Move And Rename Method,0.2
apache-maven,SMELL_e896c958,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_e896c958,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_e896c958,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_e896c958,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_e896c958,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_e896c958,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_e896c958,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_e896c958,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Move And Rename Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Move Attribute,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Rename Class,0.7
apache-maven,SMELL_75370409,Cyclic Dependency,Move And Rename Method,0.7
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.7
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Extract Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Extract Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Package,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Pull Up Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Pull Up Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Pull Up Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Pull Up Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Pull Up Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Pull Up Attribute,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Move Method,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Package,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Move Package,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Move Class,0.3
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
apache-maven,SMELL_75370409,Cyclic Dependency,Extract And Move Method,0.2
