Test_Module,Test_Class,Depends_On_Class,Type
tika-example,DumpTikaConfigExampleTest.java,java.io.IOException,Static Dependency
tika-example,DumpTikaConfigExampleTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-example,DumpTikaConfigExampleTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-example,DumpTikaConfigExampleTest.java,org.junit.jupiter.api.AfterEach,Static Dependency
tika-example,DumpTikaConfigExampleTest.java,java.io.File,Static Dependency
tika-example,DumpTikaConfigExampleTest.java,java.nio.file.Files,Static Dependency
tika-example,TranslatorExampleTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-example,TranslatorExampleTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-example,TranslatorExampleTest.java,java.util.Locale,Static Dependency
tika-example,LanguageDetectorExampleTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-example,LanguageDetectorExampleTest.java,java.io.IOException,Static Dependency
tika-example,LanguageDetectorExampleTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-example,ContentHandlerExampleTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-example,ContentHandlerExampleTest.java,java.io.IOException,Static Dependency
tika-example,ContentHandlerExampleTest.java,java.util.List,Static Dependency
tika-example,ContentHandlerExampleTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-example,ContentHandlerExampleTest.java,org.xml.sax.SAXException,Static Dependency
tika-example,ContentHandlerExampleTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-example,TextStatsFromTikaEvalTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-example,SimpleTypeDetectorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-example,SimpleTypeDetectorTest.java,java.io.PrintStream,Static Dependency
tika-example,SimpleTypeDetectorTest.java,org.apache.tika.TikaTest,Static Dependency
tika-example,SimpleTypeDetectorTest.java,java.io.ByteArrayOutputStream,Static Dependency
tika-example,AdvancedTypeDetectorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-example,TestParsingExample.java,org.junit.jupiter.api.Test,Static Dependency
tika-example,TestParsingExample.java,java.io.IOException,Static Dependency
tika-example,TestParsingExample.java,java.util.List,Static Dependency
tika-example,TestParsingExample.java,org.apache.tika.TikaTest,Static Dependency
tika-example,TestParsingExample.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-example,TestParsingExample.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-example,TestParsingExample.java,org.xml.sax.SAXException,Static Dependency
tika-example,TestParsingExample.java,org.apache.tika.serialization.JsonMetadataList,Static Dependency
tika-example,TestParsingExample.java,java.io.StringReader,Static Dependency
tika-example,TestParsingExample.java,org.apache.tika.exception.TikaException,Static Dependency
tika-example,SimpleTextExtractorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-example,SimpleTextExtractorTest.java,org.apache.tika.TikaTest,Static Dependency
tika-example,SimpleTextExtractorTest.java,org.junit.jupiter.api.parallel.Isolated,Static Dependency
tika-example,SimpleTextExtractorTest.java,java.io.ByteArrayOutputStream,Static Dependency
tika-example,SimpleTextExtractorTest.java,java.io.PrintStream,Static Dependency
tika-example,SimpleTextExtractorTest.java,java.io.File,Static Dependency
tika-example,SimpleTextExtractorTest.java,org.apache.commons.io.FileUtils,Static Dependency
tika-example,ExtractEmbeddedFilesTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-example,ExtractEmbeddedFilesTest.java,java.io.IOException,Static Dependency
tika-example,ExtractEmbeddedFilesTest.java,java.util.List,Static Dependency
tika-example,ExtractEmbeddedFilesTest.java,java.nio.file.DirectoryStream,Static Dependency
tika-example,ExtractEmbeddedFilesTest.java,java.nio.file.Path,Static Dependency
tika-example,ExtractEmbeddedFilesTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-example,ExtractEmbeddedFilesTest.java,org.junit.jupiter.api.AfterEach,Static Dependency
tika-example,ExtractEmbeddedFilesTest.java,java.nio.file.Files,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,java.util.List,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,java.util.Map,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,java.util.Arrays,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,org.pf4j.PluginManager,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,org.apache.tika.exception.TikaConfigException,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,java.util.Optional,Static Dependency
tika-plugins-core,PluginComponentLoaderTest.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-plugins-core,TikaPluginManagerTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-plugins-core,TikaPluginManagerTest.java,java.nio.file.Path,Static Dependency
tika-plugins-core,TikaPluginManagerTest.java,org.junit.jupiter.api.io.TempDir,Static Dependency
tika-plugins-core,TikaPluginManagerTest.java,java.util.Collections,Static Dependency
tika-plugins-core,TikaPluginManagerTest.java,org.pf4j.RuntimeMode,Static Dependency
tika-parsers,PDFRenderingTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PDFRenderingTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PDFRenderingTest.java,java.util.List,Static Dependency
tika-parsers,PDFRenderingTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,PDFParserTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.commons.io.IOUtils,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,PDFParserTest.java,java.util.logging.Level,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.Tika,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.PagedText,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.TikaPagedText,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.XMPPDF,Static Dependency
tika-parsers,PDFParserTest.java,java.util.logging.Logger,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.exception.EncryptedDocumentException,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.sax.ContentHandlerDecorator,Static Dependency
tika-parsers,PDFParserTest.java,java.util.regex.Pattern,Static Dependency
tika-parsers,PDFParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,PDFParserTest.java,org.junit.jupiter.api.AfterAll,Static Dependency
tika-parsers,PDFParserTest.java,java.util.Map,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,PDFParserTest.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.exception.AccessPermissionException,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,PDFParserTest.java,java.util.regex.Matcher,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.XMPDC,Static Dependency
tika-parsers,PDFParserTest.java,java.nio.file.Path,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.parser.CompositeParser,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.PDF,Static Dependency
tika-parsers,PDFParserTest.java,java.util.HashSet,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.XMP,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.parser.AutoDetectParser,Static Dependency
tika-parsers,PDFParserTest.java,java.util.Set,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.XMPMM,Static Dependency
tika-parsers,PDFParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,PDFParserTest.java,java.util.List,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PDFParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.metadata.Font,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.exception.ZeroByteFileException,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.parser.PasswordProvider,Static Dependency
tika-parsers,PDFParserTest.java,org.apache.tika.extractor.DocumentSelector,Static Dependency
tika-parsers,PDFParserTest.java,java.util.HashMap,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,java.io.IOException,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,java.util.List,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.apache.tika.parser.pdf.updates.StartXRefScanner,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.apache.pdfbox.io.RandomAccessRead,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.apache.tika.metadata.PDF,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.apache.tika.parser.pdf.updates.StartXRefOffset,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,PDFIncrementalUpdatesTest.java,org.apache.pdfbox.io.RandomAccessReadBuffer,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,CustomTikaXMPTest.java,java.io.IOException,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.tika.utils.XMLReaderUtils,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.w3c.dom.Document,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.xml.sax.SAXException,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.tika.metadata.PDF,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.jempbox.xmp.XMPMetadata,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.tika.metadata.XMP,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,CustomTikaXMPTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,org.apache.tika.extractor.EmbeddedDocumentExtractor,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,java.util.Map,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,java.util.concurrent.atomic.AtomicInteger,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,org.apache.tika.sax.XHTMLContentHandler,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,org.apache.tika.parser.pdf.image.ImageGraphicsEngineFactory,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,org.apache.pdfbox.pdmodel.PDPage,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,org.apache.pdfbox.cos.COSStream,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,com.fasterxml.jackson.annotation.JsonTypeInfo,Static Dependency
tika-parsers,MyCustomImageGraphicsEngineFactory.java,org.apache.tika.parser.pdf.image.ImageGraphicsEngine,Static Dependency
tika-parsers,PDFMarkedContent2XHTMLTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PDFMarkedContent2XHTMLTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PDFMarkedContent2XHTMLTest.java,java.util.List,Static Dependency
tika-parsers,PDFMarkedContent2XHTMLTest.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-parsers,PDFMarkedContent2XHTMLTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,PDFMarkedContent2XHTMLTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,PDFMarkedContent2XHTMLTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,FeedParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,FeedParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,FeedParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,FeedParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,FeedParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,FeedParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,FeedParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,FeedParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,IWorkDetectorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,IWorkDetectorTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,IWorkDetectorTest.java,org.apache.tika.parser.iwork.iwana.IWork13PackageParser.IWork13DocumentType,Static Dependency
tika-parsers,IWorkDetectorTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,IWorkDetectorTest.java,org.apache.commons.compress.archivers.zip.ZipFile,Static Dependency
tika-parsers,IWorkDetectorTest.java,org.apache.tika.parser.iwork.iwana.IWork18PackageParser.IWork18DocumentType,Static Dependency
tika-parsers,IWorkDetectorTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,PListParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PListParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PListParserTest.java,java.util.List,Static Dependency
tika-parsers,PListParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,PListParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,AutoPageNumberUtilsTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.detect.Detector,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.detect.zip.ZipContainerDetector,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.detect.zip.DefaultZipContainerDetector,Static Dependency
tika-parsers,IWorkParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,IWorkParserTest.java,java.util.ArrayList,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.metadata.Office,Static Dependency
tika-parsers,IWorkParserTest.java,java.io.InputStream,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.detect.apple.IWorkDetector,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,IWorkParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,IWorkParserTest.java,java.util.List,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,IWorkParserTest.java,java.util.Arrays,Static Dependency
tika-parsers,IWorkParserTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-parsers,IWorkParserTest.java,org.apache.tika.detect.CompositeDetector,Static Dependency
tika-parsers,IWork13ParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,IWork13ParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,IWork13ParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,IWork13ParserTest.java,java.util.List,Static Dependency
tika-parsers,IWork13ParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,IWork13ParserTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-parsers,IWork13ParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,IWork13ParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,IWork13ParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,IWork13ParserTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,IWork13ParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,CompressParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,CompressParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,CompressParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,CompressParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,CompressParserTest.java,org.apache.tika.exception.TikaMemoryLimitException,Static Dependency
tika-parsers,CompressParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,CompressorParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,CompressorParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,CompressorParserTest.java,org.apache.commons.compress.compressors.CompressorStreamFactory,Static Dependency
tika-parsers,CompressorParserTest.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-parsers,CompressorParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,CompressorParserTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,CompressorParserTest.java,java.util.HashSet,Static Dependency
tika-parsers,CompressorParserTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,CompressorParserTest.java,org.apache.tika.detect.zip.CompressorConstants,Static Dependency
tika-parsers,CompressorParserTest.java,java.util.Set,Static Dependency
tika-parsers,TarParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,TarParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,TarParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,TarParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,TarParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,ZipParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ZipParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,ZipParserTest.java,org.apache.commons.compress.archivers.ArchiveStreamFactory,Static Dependency
tika-parsers,ZipParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,ZipParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ZipParserTest.java,org.apache.tika.Tika,Static Dependency
tika-parsers,ZipParserTest.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-parsers,ZipParserTest.java,org.apache.commons.codec.binary.Base64,Static Dependency
tika-parsers,ZipParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,ZipParserTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,Seven7ParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,Seven7ParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,Seven7ParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,Seven7ParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,Seven7ParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,ArParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ArParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,ArParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,ArParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ArParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,UnrarParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,UnrarParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,UnrarParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,UnrarParserTest.java,org.apache.tika.parser.external.ExternalParser,Static Dependency
tika-parsers,UnrarParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,UnrarParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,UnrarParserTest.java,org.apache.tika.exception.EncryptedDocumentException,Static Dependency
tika-parsers,UnrarParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,ZlibParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,ZlibParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,ZlibParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,ZlibParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,ZlibParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,PackageParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,PackageParserTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-parsers,PackageParserTest.java,org.apache.commons.compress.archivers.ArchiveStreamFactory,Static Dependency
tika-parsers,PackageParserTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,PackageParserTest.java,org.apache.tika.detect.zip.PackageConstants,Static Dependency
tika-parsers,PackageParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,PackageParserTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,PackageParserTest.java,java.util.HashSet,Static Dependency
tika-parsers,PackageParserTest.java,org.apache.tika.mime.MediaTypeRegistry,Static Dependency
tika-parsers,PackageParserTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-parsers,PackageParserTest.java,java.util.Set,Static Dependency
tika-parsers,Bzip2ParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,Bzip2ParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,Bzip2ParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,Bzip2ParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,Bzip2ParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,RarParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,RarParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,RarParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,RarParserTest.java,org.apache.tika.parser.PasswordProvider,Static Dependency
tika-parsers,RarParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,RarParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,RarParserTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,RarParserTest.java,org.apache.tika.exception.EncryptedDocumentException,Static Dependency
tika-parsers,RarParserTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,AbstractPkgTest.java,java.io.IOException,Static Dependency
tika-parsers,AbstractPkgTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,AbstractPkgTest.java,java.util.List,Static Dependency
tika-parsers,AbstractPkgTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,AbstractPkgTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-parsers,AbstractPkgTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,AbstractPkgTest.java,org.xml.sax.SAXException,Static Dependency
tika-parsers,AbstractPkgTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,AbstractPkgTest.java,java.util.ArrayList,Static Dependency
tika-parsers,AbstractPkgTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,AbstractPkgTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,AbstractPkgTest.java,org.apache.tika.exception.TikaException,Static Dependency
tika-parsers,AbstractPkgTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-parsers,AbstractPkgTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-parsers,AbstractPkgTest.java,java.util.Set,Static Dependency
tika-parsers,GzipParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,GzipParserTest.java,org.xml.sax.ContentHandler,Static Dependency
tika-parsers,GzipParserTest.java,org.apache.tika.sax.BodyContentHandler,Static Dependency
tika-parsers,GzipParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,GzipParserTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,MailDateParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,MailDateParserTest.java,java.text.SimpleDateFormat,Static Dependency
tika-parsers,MailDateParserTest.java,org.apache.james.mime4j.field.DateTimeFieldLenientImpl,Static Dependency
tika-parsers,MailDateParserTest.java,java.util.TimeZone,Static Dependency
tika-parsers,MailDateParserTest.java,java.text.DateFormat,Static Dependency
tika-parsers,MailDateParserTest.java,java.util.Date,Static Dependency
tika-parsers,MailDateParserTest.java,java.text.DateFormatSymbols,Static Dependency
tika-parsers,MailDateParserTest.java,java.util.Locale,Static Dependency
tika-parsers,MailUtilTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,MailUtilTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,MailUtilTest.java,org.apache.tika.metadata.Message,Static Dependency
tika-parsers,MatroskaDetectorTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,MatroskaDetectorTest.java,java.io.IOException,Static Dependency
tika-parsers,MatroskaDetectorTest.java,org.apache.tika.TikaTest,Static Dependency
tika-parsers,MatroskaDetectorTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,MatroskaDetectorTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-parsers,MatroskaDetectorTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-parsers,MatroskaDetectorTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-parsers,FLVParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,FLVParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-parsers,FLVParserTest.java,org.apache.tika.Tika,Static Dependency
tika-parsers,AudioParserTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-parsers,AudioParserTest.java,org.apache.tika.metadata.Metadata,Static Dependency
