Test_Module,Test_Class,Depends_On_Class,Type
tika-server,ServerStatusTest.java,java.util.concurrent.Future,Static Dependency
tika-server,ServerStatusTest.java,java.util.concurrent.ExecutorService,Static Dependency
tika-server,ServerStatusTest.java,java.util.concurrent.Callable,Static Dependency
tika-server,ServerStatusTest.java,java.util.concurrent.ExecutorCompletionService,Static Dependency
tika-server,ServerStatusTest.java,org.junit.jupiter.api.Timeout,Static Dependency
tika-server,ServerStatusTest.java,java.util.concurrent.Executors,Static Dependency
tika-server,ServerStatusTest.java,java.util.Random,Static Dependency
tika-server,TikaMimeTypesTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-server,TikaMimeTypesTest.java,org.apache.tika.server.core.resource.TikaMimeTypes,Static Dependency
tika-server,TikaMimeTypesTest.java,org.apache.cxf.jaxrs.client.WebClient,Static Dependency
tika-server,TikaMimeTypesTest.java,org.apache.cxf.jaxrs.lifecycle.SingletonResourceProvider,Static Dependency
tika-server,TikaMimeTypesTest.java,org.apache.cxf.jaxrs.JAXRSServerFactoryBean,Static Dependency
tika-server,TikaMimeTypesTest.java,jakarta.ws.rs.core.Response,Static Dependency
tika-server,TikaMimeTypesTest.java,java.io.InputStream,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.io.IOException,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.cxf.configuration.security.KeyStoreType,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.commons.io.IOUtils,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.io.InputStreamReader,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.nio.file.Files,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.junit.jupiter.api.Timeout,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.cxf.configuration.jsse.TLSClientParameters,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.cxf.jaxrs.client.WebClient,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.junit.jupiter.api.io.TempDir,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.net.URISyntaxException,Static Dependency
tika-server,TikaServerIntegrationTest.java,jakarta.ws.rs.core.Response,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.io.InputStream,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.nio.file.Paths,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.io.Reader,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.cxf.configuration.security.KeyManagersType,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.nio.file.Path,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.cxf.configuration.jsse.TLSParameterJaxBUtils,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.tika.utils.ProcessUtils,Static Dependency
tika-server,TikaServerIntegrationTest.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.cxf.configuration.security.TrustManagersType,Static Dependency
tika-server,TikaServerIntegrationTest.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.util.List,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.cxf.transport.http.HTTPConduit,Static Dependency
tika-server,TikaServerIntegrationTest.java,org.apache.tika.serialization.JsonMetadataList,Static Dependency
tika-server,TikaServerIntegrationTest.java,jakarta.ws.rs.ProcessingException,Static Dependency
tika-server,TikaServerIntegrationTest.java,java.security.GeneralSecurityException,Static Dependency
tika-server,StackTraceTest.java,org.apache.cxf.jaxrs.lifecycle.SingletonResourceProvider,Static Dependency
tika-server,StackTraceTest.java,org.apache.tika.server.core.resource.RecursiveMetadataResource,Static Dependency
tika-server,StackTraceTest.java,org.apache.tika.server.core.resource.TikaResource,Static Dependency
tika-server,StackTraceTest.java,org.apache.tika.server.core.writer.CSVMessageBodyWriter,Static Dependency
tika-server,StackTraceTest.java,org.apache.tika.server.core.writer.MetadataListMessageBodyWriter,Static Dependency
tika-server,StackTraceTest.java,org.apache.cxf.jaxrs.client.WebClient,Static Dependency
tika-server,StackTraceTest.java,java.util.ArrayList,Static Dependency
tika-server,StackTraceTest.java,org.apache.tika.server.core.writer.TextMessageBodyWriter,Static Dependency
tika-server,StackTraceTest.java,jakarta.ws.rs.core.Response,Static Dependency
tika-server,StackTraceTest.java,java.io.InputStream,Static Dependency
tika-server,StackTraceTest.java,jakarta.ws.rs.core.MediaType,Static Dependency
tika-server,StackTraceTest.java,org.apache.tika.server.core.resource.UnpackerResource,Static Dependency
tika-server,StackTraceTest.java,org.apache.cxf.jaxrs.lifecycle.ResourceProvider,Static Dependency
tika-server,StackTraceTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-server,StackTraceTest.java,java.util.List,Static Dependency
tika-server,StackTraceTest.java,org.apache.tika.server.core.resource.MetadataResource,Static Dependency
tika-server,StackTraceTest.java,org.apache.cxf.jaxrs.JAXRSServerFactoryBean,Static Dependency
tika-server,StackTraceTest.java,org.apache.tika.server.core.writer.JSONMessageBodyWriter,Static Dependency
tika-server,StackTraceTest.java,org.apache.tika.server.core.resource.DetectorResource,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.io.IOException,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.cxf.jaxrs.lifecycle.SingletonResourceProvider,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.io.ByteArrayInputStream,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.tika.server.core.resource.TikaResource,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.tika.config.JsonConfigHelper,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.tika.pipes.core.fetcher.FetcherManager,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.util.Map,Static Dependency
tika-server,TikaResourceFetcherTest.java,jakarta.ws.rs.core.MultivaluedHashMap,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.cxf.jaxrs.client.WebClient,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.net.URISyntaxException,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.util.ArrayList,Static Dependency
tika-server,TikaResourceFetcherTest.java,jakarta.ws.rs.core.MultivaluedMap,Static Dependency
tika-server,TikaResourceFetcherTest.java,jakarta.ws.rs.core.Response,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.io.InputStream,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.tika.config.loader.TikaJsonConfig,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.nio.file.Paths,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.nio.file.Path,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.tika.plugins.TikaPluginManager,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.tika.exception.TikaConfigException,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.util.HashMap,Static Dependency
tika-server,TikaResourceFetcherTest.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-server,TikaResourceFetcherTest.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-server,TikaResourceFetcherTest.java,java.util.List,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.cxf.jaxrs.JAXRSServerFactoryBean,Static Dependency
tika-server,TikaResourceFetcherTest.java,org.apache.tika.server.core.writer.JSONMessageBodyWriter,Static Dependency
tika-server,TikaServerConfigTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-server,TikaServerConfigTest.java,org.apache.tika.TikaTest,Static Dependency
tika-server,TikaServerConfigTest.java,java.nio.file.Path,Static Dependency
tika-server,TikaServerConfigTest.java,org.apache.commons.cli.DefaultParser,Static Dependency
tika-server,TikaServerConfigTest.java,org.apache.commons.cli.CommandLineParser,Static Dependency
tika-server,TikaServerConfigTest.java,org.apache.commons.cli.Options,Static Dependency
tika-server,TikaServerConfigTest.java,org.apache.tika.utils.ProcessUtils,Static Dependency
tika-server,TikaServerConfigTest.java,java.util.HashSet,Static Dependency
tika-server,TikaServerConfigTest.java,org.apache.commons.cli.CommandLine,Static Dependency
tika-server,TikaServerConfigTest.java,org.apache.commons.cli.Option,Static Dependency
tika-server,TikaServerConfigTest.java,java.util.Set,Static Dependency
tika-server,CXFTestBase.java,java.io.IOException,Static Dependency
tika-server,CXFTestBase.java,org.apache.cxf.jaxrs.JAXRSServerFactoryBean,Static Dependency
tika-server,CXFTestBase.java,java.awt.image.BufferedImage,Static Dependency
tika-server,CXFTestBase.java,org.apache.commons.codec.digest.DigestUtils,Static Dependency
tika-server,CXFTestBase.java,org.apache.commons.io.IOUtils,Static Dependency
tika-server,CXFTestBase.java,java.nio.file.StandardCopyOption,Static Dependency
tika-server,CXFTestBase.java,java.io.ByteArrayInputStream,Static Dependency
tika-server,CXFTestBase.java,org.apache.tika.server.core.resource.TikaResource,Static Dependency
tika-server,CXFTestBase.java,org.apache.cxf.jaxrs.JAXRSBindingFactory,Static Dependency
tika-server,CXFTestBase.java,java.nio.file.Files,Static Dependency
tika-server,CXFTestBase.java,org.apache.tika.config.JsonConfigHelper,Static Dependency
tika-server,CXFTestBase.java,org.slf4j.Logger,Static Dependency
tika-server,CXFTestBase.java,java.util.Map,Static Dependency
tika-server,CXFTestBase.java,java.io.ByteArrayOutputStream,Static Dependency
tika-server,CXFTestBase.java,org.apache.commons.compress.archivers.ArchiveEntry,Static Dependency
tika-server,CXFTestBase.java,org.apache.cxf.transport.common.gzip.GZIPInInterceptor,Static Dependency
tika-server,CXFTestBase.java,org.apache.commons.compress.archivers.zip.ZipFile,Static Dependency
tika-server,CXFTestBase.java,java.io.InputStream,Static Dependency
tika-server,CXFTestBase.java,org.slf4j.LoggerFactory,Static Dependency
tika-server,CXFTestBase.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-server,CXFTestBase.java,org.apache.commons.compress.compressors.gzip.GzipCompressorOutputStream,Static Dependency
tika-server,CXFTestBase.java,java.io.OutputStream,Static Dependency
tika-server,CXFTestBase.java,java.nio.file.Paths,Static Dependency
tika-server,CXFTestBase.java,org.apache.tika.server.core.resource.UnpackerResource,Static Dependency
tika-server,CXFTestBase.java,java.nio.file.Path,Static Dependency
tika-server,CXFTestBase.java,org.junit.jupiter.api.AfterEach,Static Dependency
tika-server,CXFTestBase.java,org.apache.commons.compress.archivers.zip.ZipArchiveEntry,Static Dependency
tika-server,CXFTestBase.java,org.apache.cxf.transport.common.gzip.GZIPOutInterceptor,Static Dependency
tika-server,CXFTestBase.java,org.apache.cxf.endpoint.Server,Static Dependency
tika-server,CXFTestBase.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-server,CXFTestBase.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-server,CXFTestBase.java,org.apache.cxf.binding.BindingFactoryManager,Static Dependency
tika-server,CXFTestBase.java,java.util.Enumeration,Static Dependency
tika-server,CXFTestBase.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-server,CXFTestBase.java,java.util.Collections,Static Dependency
tika-server,CXFTestBase.java,org.apache.commons.compress.archivers.ArchiveInputStream,Static Dependency
tika-server,CXFTestBase.java,java.util.HashMap,Static Dependency
tika-server,TikaResourceNoStackTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-server,TikaResourceNoStackTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-server,TikaResourceNoStackTest.java,java.util.List,Static Dependency
tika-server,TikaResourceNoStackTest.java,org.apache.cxf.jaxrs.client.WebClient,Static Dependency
tika-server,TikaResourceNoStackTest.java,org.apache.cxf.jaxrs.lifecycle.SingletonResourceProvider,Static Dependency
tika-server,TikaResourceNoStackTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-server,TikaResourceNoStackTest.java,java.io.InputStreamReader,Static Dependency
tika-server,TikaResourceNoStackTest.java,org.apache.tika.server.core.resource.TikaResource,Static Dependency
tika-server,TikaResourceNoStackTest.java,java.util.ArrayList,Static Dependency
tika-server,TikaResourceNoStackTest.java,org.apache.cxf.jaxrs.JAXRSServerFactoryBean,Static Dependency
tika-server,TikaResourceNoStackTest.java,org.apache.tika.server.core.writer.JSONMessageBodyWriter,Static Dependency
tika-server,TikaResourceNoStackTest.java,jakarta.ws.rs.core.Response,Static Dependency
tika-server,TikaResourceNoStackTest.java,java.io.InputStream,Static Dependency
tika-server,TikaResourceNoStackTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-server,TikaResourceNoStackTest.java,org.apache.tika.serialization.JsonMetadata,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,java.io.IOException,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.tika.sax.BasicContentHandlerFactory,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,java.io.InputStreamReader,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,java.nio.file.Files,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.slf4j.Logger,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.junit.jupiter.api.BeforeAll,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.cxf.jaxrs.client.WebClient,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.junit.jupiter.api.io.TempDir,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,java.util.ArrayList,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,jakarta.ws.rs.core.Response,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,java.io.InputStream,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.slf4j.LoggerFactory,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,java.io.Reader,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,java.nio.file.Path,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.tika.pipes.api.ParseMode,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,java.util.Random,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.tika.pipes.api.fetcher.FetchKey,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,java.util.List,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.tika.pipes.core.serialization.JsonFetchEmitTupleList,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.tika.pipes.api.emitter.EmitKey,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.tika.sax.ContentHandlerFactory,Static Dependency
tika-server,TikaServerAsyncIntegrationTest.java,org.apache.tika.pipes.api.FetchEmitTuple,Static Dependency
tika-serialization,UppercasingContentHandlerFactory.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-serialization,UppercasingContentHandlerFactory.java,org.xml.sax.ContentHandler,Static Dependency
tika-serialization,UppercasingContentHandler.java,org.xml.sax.ContentHandler,Static Dependency
tika-serialization,UppercasingContentHandler.java,org.xml.sax.SAXException,Static Dependency
tika-serialization,UppercasingContentHandler.java,org.xml.sax.Locator,Static Dependency
tika-serialization,UppercasingContentHandler.java,org.xml.sax.Attributes,Static Dependency
tika-serialization,UppercasingContentHandler.java,java.util.Locale,Static Dependency
tika-serialization,JsonConfigHelperTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,JsonConfigHelperTest.java,java.util.Map,Static Dependency
tika-serialization,JsonConfigHelperTest.java,java.nio.file.Path,Static Dependency
tika-serialization,JsonConfigHelperTest.java,org.junit.jupiter.api.io.TempDir,Static Dependency
tika-serialization,JsonConfigHelperTest.java,java.nio.file.Files,Static Dependency
tika-serialization,JsonConfigHelperTest.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-serialization,TikaJsonConfigTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,TikaJsonConfigTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-serialization,TikaJsonConfigTest.java,java.util.List,Static Dependency
tika-serialization,TikaJsonConfigTest.java,java.util.Map,Static Dependency
tika-serialization,TikaJsonConfigTest.java,java.io.ByteArrayInputStream,Static Dependency
tika-serialization,TikaJsonConfigTest.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-serialization,FallbackTestParser.java,java.io.IOException,Static Dependency
tika-serialization,FallbackTestParser.java,org.xml.sax.ContentHandler,Static Dependency
tika-serialization,FallbackTestParser.java,org.apache.tika.parser.Parser,Static Dependency
tika-serialization,FallbackTestParser.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-serialization,FallbackTestParser.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,FallbackTestParser.java,java.util.Set,Static Dependency
tika-serialization,FallbackTestParser.java,org.xml.sax.SAXException,Static Dependency
tika-serialization,FallbackTestParser.java,java.util.Collections,Static Dependency
tika-serialization,FallbackTestParser.java,org.apache.tika.exception.TikaConfigException,Static Dependency
tika-serialization,FallbackTestParser.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-serialization,FallbackTestParser.java,org.apache.tika.mime.MediaType,Static Dependency
tika-serialization,FallbackTestParser.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,FallbackTestParser.java,org.apache.tika.exception.TikaException,Static Dependency
tika-serialization,FallbackTestParser.java,org.apache.tika.config.JsonConfig,Static Dependency
tika-serialization,FallbackTestParser.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-serialization,ComponentRegistryTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,ComponentRegistryTest.java,java.util.Map,Static Dependency
tika-serialization,ComponentRegistryTest.java,org.apache.tika.exception.TikaConfigException,Static Dependency
tika-serialization,FrameworkConfigTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,FrameworkConfigTest.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-serialization,FrameworkConfigTest.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-serialization,ConfigLoaderTest.java,java.nio.file.Paths,Static Dependency
tika-serialization,ConfigLoaderTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,ConfigLoaderTest.java,java.nio.file.Path,Static Dependency
tika-serialization,ConfigLoaderTest.java,org.junit.jupiter.api.BeforeEach,Static Dependency
tika-serialization,ConfigLoaderTest.java,org.apache.tika.exception.TikaConfigException,Static Dependency
tika-serialization,OptInTestParser.java,java.io.IOException,Static Dependency
tika-serialization,OptInTestParser.java,org.xml.sax.ContentHandler,Static Dependency
tika-serialization,OptInTestParser.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-serialization,OptInTestParser.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,OptInTestParser.java,org.xml.sax.SAXException,Static Dependency
tika-serialization,OptInTestParser.java,java.util.Collections,Static Dependency
tika-serialization,OptInTestParser.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-serialization,OptInTestParser.java,org.apache.tika.mime.MediaType,Static Dependency
tika-serialization,OptInTestParser.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,OptInTestParser.java,org.apache.tika.exception.TikaException,Static Dependency
tika-serialization,OptInTestParser.java,org.apache.tika.parser.Parser,Static Dependency
tika-serialization,OptInTestParser.java,java.util.Set,Static Dependency
tika-serialization,MinimalTestParser.java,java.io.IOException,Static Dependency
tika-serialization,MinimalTestParser.java,org.xml.sax.ContentHandler,Static Dependency
tika-serialization,MinimalTestParser.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-serialization,MinimalTestParser.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,MinimalTestParser.java,org.xml.sax.SAXException,Static Dependency
tika-serialization,MinimalTestParser.java,java.util.Collections,Static Dependency
tika-serialization,MinimalTestParser.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-serialization,MinimalTestParser.java,org.apache.tika.mime.MediaType,Static Dependency
tika-serialization,MinimalTestParser.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,MinimalTestParser.java,org.apache.tika.exception.TikaException,Static Dependency
tika-serialization,MinimalTestParser.java,org.apache.tika.parser.Parser,Static Dependency
tika-serialization,MinimalTestParser.java,java.util.Set,Static Dependency
tika-serialization,TikaLoaderTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,TikaLoaderTest.java,java.nio.charset.StandardCharsets,Static Dependency
tika-serialization,TikaLoaderTest.java,java.nio.file.Path,Static Dependency
tika-serialization,TikaLoaderTest.java,org.junit.jupiter.api.Disabled,Static Dependency
tika-serialization,TikaLoaderTest.java,java.net.URL,Static Dependency
tika-serialization,TikaLoaderTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,TikaLoaderTest.java,org.xml.sax.helpers.DefaultHandler,Static Dependency
tika-serialization,TikaLoaderTest.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-serialization,TikaLoaderTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,TikaLoaderTest.java,java.nio.file.Files,Static Dependency
tika-serialization,TikaLoaderTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-serialization,TikaLoaderTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-serialization,ConfigurableTestParser.java,java.io.IOException,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.xml.sax.ContentHandler,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.apache.tika.parser.Parser,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.apache.tika.config.TikaComponent,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,ConfigurableTestParser.java,java.util.Set,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.xml.sax.SAXException,Static Dependency
tika-serialization,ConfigurableTestParser.java,java.util.Collections,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.apache.tika.exception.TikaConfigException,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.apache.tika.io.TikaInputStream,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.apache.tika.mime.MediaType,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.apache.tika.exception.TikaException,Static Dependency
tika-serialization,ConfigurableTestParser.java,org.apache.tika.config.JsonConfig,Static Dependency
tika-serialization,ConfigurableTestParser.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,java.nio.file.Path,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,java.net.URL,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,org.apache.tika.parser.CompositeParser,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,org.apache.tika.mime.MediaType,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,java.nio.file.Files,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,org.apache.tika.parser.Parser,Static Dependency
tika-serialization,TikaLoaderRoundTripTest.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-serialization,CustomClassSerializationTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,CustomClassSerializationTest.java,org.apache.tika.metadata.filter.MetadataFilter,Static Dependency
tika-serialization,CustomClassSerializationTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,CustomClassSerializationTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,CustomClassSerializationTest.java,com.fasterxml.jackson.databind.module.SimpleModule,Static Dependency
tika-serialization,CustomClassSerializationTest.java,org.apache.tika.serialization.serdes.ParseContextDeserializer,Static Dependency
tika-serialization,CustomClassSerializationTest.java,org.apache.tika.serialization.serdes.ParseContextSerializer,Static Dependency
tika-serialization,CustomClassSerializationTest.java,org.apache.tika.config.loader.TikaObjectMapperFactory,Static Dependency
tika-serialization,CustomClassSerializationTest.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-serialization,CustomClassSerializationTest.java,java.util.Locale,Static Dependency
tika-serialization,ConfigDeserializerTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,ConfigDeserializerTest.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,ConfigDeserializerTest.java,org.apache.tika.config.ParseContextConfig,Static Dependency
tika-serialization,JsonMetadataListTest.java,java.nio.file.Paths,Static Dependency
tika-serialization,JsonMetadataListTest.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,JsonMetadataListTest.java,java.util.List,Static Dependency
tika-serialization,JsonMetadataListTest.java,java.io.StringWriter,Static Dependency
tika-serialization,JsonMetadataListTest.java,org.apache.tika.metadata.Metadata,Static Dependency
tika-serialization,JsonMetadataListTest.java,com.fasterxml.jackson.databind.JsonMappingException,Static Dependency
tika-serialization,JsonMetadataListTest.java,java.util.ArrayList,Static Dependency
tika-serialization,JsonMetadataListTest.java,java.io.StringReader,Static Dependency
tika-serialization,JsonMetadataListTest.java,java.util.LinkedList,Static Dependency
tika-serialization,JsonMetadataListTest.java,org.apache.tika.metadata.TikaCoreProperties,Static Dependency
tika-serialization,JsonMetadataListTest.java,org.apache.tika.config.loader.TikaLoader,Static Dependency
tika-serialization,TestParseContextSerialization.java,com.fasterxml.jackson.databind.module.SimpleModule,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.parser.ParseContext,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.metadata.filter.MetadataFilter,Static Dependency
tika-serialization,TestParseContextSerialization.java,java.io.Writer,Static Dependency
tika-serialization,TestParseContextSerialization.java,com.fasterxml.jackson.core.JsonGenerator,Static Dependency
tika-serialization,TestParseContextSerialization.java,com.fasterxml.jackson.databind.JsonNode,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.config.TikaTaskTimeout,Static Dependency
tika-serialization,TestParseContextSerialization.java,com.fasterxml.jackson.databind.ObjectMapper,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.junit.jupiter.api.Test,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.parser.PasswordProvider,Static Dependency
tika-serialization,TestParseContextSerialization.java,java.io.StringWriter,Static Dependency
tika-serialization,TestParseContextSerialization.java,org.apache.tika.metadata.filter.MockUpperCaseFilter,Static Dependency
