project,versionId,versionIndex,versionDate,AbstractnessMetric,ChangeHasOccurred,ComponentType,FanIn,FanOut,InstabilityMetric,IsNested,LinesOfCode,NumberOfChildren,PageRank,TotalAmountOfChanges,constructType,filePathReal,filePathRelative,name,simpleName,vertexId,vertexLabel
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,1,0.0,false,4,0,2.3875804072110714E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-api/src/main/java/org/apache/tika/pipes/api/emitter/EmitterNotFoundException.java,tika-pipes/tika-pipes-api/src/main/java/org/apache/tika/pipes/api/emitter/EmitterNotFoundException.java,org.apache.tika.pipes.api.emitter.EmitterNotFoundException,EmitterNotFoundException,8534,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,3,0.0,false,51,0,4.6758599863115755E-4,0,CONCRETE_CLASS,/data/tika/tika-translate/src/main/java/org/apache/tika/language/translate/impl/GoogleTranslator.java,tika-translate/src/main/java/org/apache/tika/language/translate/impl/GoogleTranslator.java,org.apache.tika.language.translate.impl.GoogleTranslator,GoogleTranslator,12635,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,3,0.0,false,22,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/utils/ServiceLoaderUtilsTest.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/utils/ServiceLoaderUtilsTest.java,org.apache.tika.utils.ServiceLoaderUtilsTest,ServiceLoaderUtilsTest,29019,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,7,0.0,false,76,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/TestXMLEntityExpansion.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/TestXMLEntityExpansion.java,org.apache.tika.parser.TestXMLEntityExpansion,TestXMLEntityExpansion,24924,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,13,0,0.0,false,66,0,9.207416039414176E-4,0,CONCRETE_CLASS,/data/tika/tika-serialization/src/main/java/org/apache/tika/config/JsonConfigHelper.java,tika-serialization/src/main/java/org/apache/tika/config/JsonConfigHelper.java,org.apache.tika.config.JsonConfigHelper,JsonConfigHelper,349,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,4,3,0.0,false,7,0,2.807953844977507E-4,0,INTERFACE,/data/tika/tika-pipes/tika-pipes-api/src/main/java/org/apache/tika/pipes/api/emitter/StreamEmitter.java,tika-pipes/tika-pipes-api/src/main/java/org/apache/tika/pipes/api/emitter/StreamEmitter.java,org.apache.tika.pipes.api.emitter.StreamEmitter,StreamEmitter,8542,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,3,5,0.0,false,10,0,2.321730204352852E-4,0,INTERFACE,/data/tika/tika-pipes/tika-pipes-api/src/main/java/org/apache/tika/pipes/api/fetcher/RangeFetcher.java,tika-pipes/tika-pipes-api/src/main/java/org/apache/tika/pipes/api/fetcher/RangeFetcher.java,org.apache.tika.pipes.api.fetcher.RangeFetcher,RangeFetcher,4447,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,5,0.0,false,52,0,2.677928384237333E-4,0,CONCRETE_CLASS,/data/tika/tika-translate/src/main/java/org/apache/tika/language/translate/impl/CachedTranslator.java,tika-translate/src/main/java/org/apache/tika/language/translate/impl/CachedTranslator.java,org.apache.tika.language.translate.impl.CachedTranslator,CachedTranslator,12643,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,19,3,0.0,false,99,0,9.534141016628753E-4,0,CONCRETE_CLASS,/data/tika/tika-plugins-core/src/main/java/org/apache/tika/plugins/TikaPluginManager.java,tika-plugins-core/src/main/java/org/apache/tika/plugins/TikaPluginManager.java,org.apache.tika.plugins.TikaPluginManager,TikaPluginManager,357,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,8,0.0,false,74,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pkg/ZipParserTest.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pkg/ZipParserTest.java,org.apache.tika.parser.pkg.ZipParserTest,ZipParserTest,16741,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,ABSTRACT_CLASS,2,1,0.0,false,3,0,2.056074792072746E-4,0,ABSTRACT_CLASS,/data/tika/tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/PassbackFilter.java,tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/PassbackFilter.java,org.apache.tika.pipes.core.PassbackFilter,PassbackFilter,8550,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,10,5,0.0,false,123,0,0.0024861326123171283,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/io/FilenameUtils.java,tika-core/src/main/java/org/apache/tika/io/FilenameUtils.java,org.apache.tika.io.FilenameUtils,FilenameUtils,4456,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,3,0.0,false,100,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/test/java/org/apache/tika/utils/XMLReaderUtilsTest.java,tika-core/src/test/java/org/apache/tika/utils/XMLReaderUtilsTest.java,org.apache.tika.utils.XMLReaderUtilsTest,XMLReaderUtilsTest,29033,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,6,2,0.0,false,31,0,2.727023149168686E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-integration-tests/src/test/java/org/apache/tika/pipes/core/PluginsTestHelper.java,tika-pipes/tika-pipes-integration-tests/src/test/java/org/apache/tika/pipes/core/PluginsTestHelper.java,org.apache.tika.pipes.core.PluginsTestHelper,PluginsTestHelper,365,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,4,4,0.0,false,33,0,2.4195464062206007E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/emitter/EmitDataImpl.java,tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/emitter/EmitDataImpl.java,org.apache.tika.pipes.core.emitter.EmitDataImpl,EmitDataImpl,8562,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,29,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-translate/src/test/java/org/apache/tika/language/translate/impl/GoogleTranslatorTest.java,tika-translate/src/test/java/org/apache/tika/language/translate/impl/GoogleTranslatorTest.java,org.apache.tika.language.translate.impl.GoogleTranslatorTest,GoogleTranslatorTest,12661,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,5,0.0,false,18,0,2.0985612747556834E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/server/MetadataListAndEmbeddedBytes.java,tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/server/MetadataListAndEmbeddedBytes.java,org.apache.tika.pipes.core.server.MetadataListAndEmbeddedBytes,MetadataListAndEmbeddedBytes,8570,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,1,0.0,false,28,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-translate/src/test/java/org/apache/tika/language/translate/impl/MarianTranslatorTest.java,tika-translate/src/test/java/org/apache/tika/language/translate/impl/MarianTranslatorTest.java,org.apache.tika.language.translate.impl.MarianTranslatorTest,MarianTranslatorTest,12671,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,0,0.0,false,16,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-plugins/tika-pipes-solr/src/main/java/org/apache/tika/pipes/plugin/solr/SolrPipesPlugin.java,tika-pipes/tika-pipes-plugins/tika-pipes-solr/src/main/java/org/apache/tika/pipes/plugin/solr/SolrPipesPlugin.java,org.apache.tika.pipes.plugin.solr.SolrPipesPlugin,SolrPipesPlugin,385,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,18,3,0.0,false,8,0,9.071764142910396E-4,0,INTERFACE,/data/tika/tika-pipes/tika-pipes-api/src/main/java/org/apache/tika/pipes/api/emitter/Emitter.java,tika-pipes/tika-pipes-api/src/main/java/org/apache/tika/pipes/api/emitter/Emitter.java,org.apache.tika.pipes.api.emitter.Emitter,Emitter,8579,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,4,0.0,false,31,0,2.0874967424411994E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/UniversalEncodingListener.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/UniversalEncodingListener.java,org.apache.tika.parser.txt.UniversalEncodingListener,UniversalEncodingListener,20867,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,4,0.0,false,146,0,3.4771010250670304E-4,0,CONCRETE_CLASS,/data/tika/tika-translate/src/main/java/org/apache/tika/language/translate/impl/MarianTranslator.java,tika-translate/src/main/java/org/apache/tika/language/translate/impl/MarianTranslator.java,org.apache.tika.language.translate.impl.MarianTranslator,MarianTranslator,12677,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,5,0.0,false,32,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pkg/RarParserTest.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pkg/RarParserTest.java,org.apache.tika.parser.pkg.RarParserTest,RarParserTest,16773,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,6,0.0,false,15,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-integration-tests/tika-resource-loading-tests/src/test/java/org/apache/custom/parser/CustomParserTest.java,tika-integration-tests/tika-resource-loading-tests/src/test/java/org/apache/custom/parser/CustomParserTest.java,org.apache.custom.parser.CustomParserTest,CustomParserTest,29063,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,4,0.0,false,8,0,2.6376024915029163E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/metadata/filter/NoOpFilter.java,tika-core/src/main/java/org/apache/tika/metadata/filter/NoOpFilter.java,org.apache.tika.metadata.filter.NoOpFilter,NoOpFilter,8587,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,7,0.0,false,23,0,2.145146623684202E-4,0,CONCRETE_CLASS,/data/tika/tika-integration-tests/tika-resource-loading-tests/src/test/java/org/apache/custom/parser/MyCustomParser.java,tika-integration-tests/tika-resource-loading-tests/src/test/java/org/apache/custom/parser/MyCustomParser.java,org.apache.custom.parser.MyCustomParser,MyCustomParser,29070,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,8,0.0,false,73,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/txt/CharsetDetectorTest.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/txt/CharsetDetectorTest.java,org.apache.tika.parser.txt.CharsetDetectorTest,CharsetDetectorTest,20880,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,7,2,0.0,false,7,0,3.519407840377766E-4,0,INTERFACE,/data/tika/tika-core/src/main/java/org/apache/tika/extractor/EmbeddedStreamTranslator.java,tika-core/src/main/java/org/apache/tika/extractor/EmbeddedStreamTranslator.java,org.apache.tika.extractor.EmbeddedStreamTranslator,EmbeddedStreamTranslator,401,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,ENUM,5,0,0.0,false,4,0,4.6424921644734314E-4,0,ENUM,/data/tika/tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/EmitStrategy.java,tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/EmitStrategy.java,org.apache.tika.pipes.core.EmitStrategy,EmitStrategy,8596,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,6,13,0.0,false,56,0,3.0481434024678424E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/extractor/ParserContainerExtractor.java,tika-core/src/main/java/org/apache/tika/extractor/ParserContainerExtractor.java,org.apache.tika.extractor.ParserContainerExtractor,ParserContainerExtractor,412,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,10,9,0.0,false,46,0,3.026345652056706E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/emitter/EmitterManager.java,tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/emitter/EmitterManager.java,org.apache.tika.pipes.core.emitter.EmitterManager,EmitterManager,8604,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,5,0.0,false,18,0,2.664371555357571E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/parser/multiple/FallbackParser.java,tika-core/src/main/java/org/apache/tika/parser/multiple/FallbackParser.java,org.apache.tika.parser.multiple.FallbackParser,FallbackParser,4511,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,29,23,0.0,false,104,0,0.0011710274688515943,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/parser/AutoDetectParser.java,tika-core/src/main/java/org/apache/tika/parser/AutoDetectParser.java,org.apache.tika.parser.AutoDetectParser,AutoDetectParser,418,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,5,0.0,false,25,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/test/java/org/apache/tika/parser/RegexCaptureParserTest.java,tika-core/src/test/java/org/apache/tika/parser/RegexCaptureParserTest.java,org.apache.tika.parser.RegexCaptureParserTest,RegexCaptureParserTest,24995,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,ABSTRACT_CLASS,5,11,0.0,false,109,0,3.5900805832392345E-4,0,ABSTRACT_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/parser/multiple/AbstractMultipleParser.java,tika-core/src/main/java/org/apache/tika/parser/multiple/AbstractMultipleParser.java,org.apache.tika.parser.multiple.AbstractMultipleParser,AbstractMultipleParser,4517,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,12,0.0,false,36,0,2.304159842773211E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/extractor/EmittingEmbeddedDocumentBytesHandler.java,tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/extractor/EmittingEmbeddedDocumentBytesHandler.java,org.apache.tika.pipes.core.extractor.EmittingEmbeddedDocumentBytesHandler,EmittingEmbeddedDocumentBytesHandler,8618,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,30,2,0.0,false,38,0,0.0012745572017485252,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/mime/MediaTypeRegistry.java,tika-core/src/main/java/org/apache/tika/mime/MediaTypeRegistry.java,org.apache.tika.mime.MediaTypeRegistry,MediaTypeRegistry,4525,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,4,3,0.0,false,6,0,6.268528195141462E-4,0,INTERFACE,/data/tika/tika-core/src/main/java/org/apache/tika/extractor/EmbeddedResourceHandler.java,tika-core/src/main/java/org/apache/tika/extractor/EmbeddedResourceHandler.java,org.apache.tika.extractor.EmbeddedResourceHandler,EmbeddedResourceHandler,430,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,3,0.0,false,65,0,3.657139429985737E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/dbf/DBFCell.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/dbf/DBFCell.java,org.apache.tika.parser.dbf.DBFCell,DBFCell,29102,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,8,0.0,false,28,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/strings/StringsParserTest.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/strings/StringsParserTest.java,org.apache.tika.parser.strings.StringsParserTest,StringsParserTest,16817,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,9,0.0,false,70,0,2.0014364583024831E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/parser/NetworkParser.java,tika-core/src/main/java/org/apache/tika/parser/NetworkParser.java,org.apache.tika.parser.NetworkParser,NetworkParser,25009,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,11,0.0,false,38,0,2.778388014266058E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/renderer/CompositeRenderer.java,tika-core/src/main/java/org/apache/tika/renderer/CompositeRenderer.java,org.apache.tika.renderer.CompositeRenderer,CompositeRenderer,12722,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,0,9,0.0,false,123,0,1.8787557434076361E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/txt/TXTParserTest.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/txt/TXTParserTest.java,org.apache.tika.parser.txt.TXTParserTest,TXTParserTest,20915,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,4,4,0.0,false,70,0,4.034442536748887E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/dbf/DBFReader.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/dbf/DBFReader.java,org.apache.tika.parser.dbf.DBFReader,DBFReader,29108,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,25,0.0,false,86,0,2.0078180162030556E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/server/PipesWorker.java,tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/server/PipesWorker.java,org.apache.tika.pipes.core.server.PipesWorker,PipesWorker,8630,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,2,0.0,false,2,0,2.8890640743822185E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/parser/StatefulParser.java,tika-core/src/main/java/org/apache/tika/parser/StatefulParser.java,org.apache.tika.parser.StatefulParser,StatefulParser,439,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,1,0.0,false,15,0,2.4159200631939054E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/strings/StringsConfig.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/strings/StringsConfig.java,org.apache.tika.parser.strings.StringsConfig,StringsConfig,16827,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,4,1,0.0,false,27,0,4.6141803693521574E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/dbf/DBFColumnHeader.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/dbf/DBFColumnHeader.java,org.apache.tika.parser.dbf.DBFColumnHeader,DBFColumnHeader,29116,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,6,8,0.0,false,39,0,4.25179446014827E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/utils/ParserUtils.java,tika-core/src/main/java/org/apache/tika/utils/ParserUtils.java,org.apache.tika.utils.ParserUtils,ParserUtils,4541,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,15,7,0.0,false,46,0,6.935455984627955E-4,0,CONCRETE_CLASS,/data/tika/tika-core/src/main/java/org/apache/tika/detect/DefaultDetector.java,tika-core/src/main/java/org/apache/tika/detect/DefaultDetector.java,org.apache.tika.detect.DefaultDetector,DefaultDetector,447,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,1,3,0.0,false,16,0,1.947082531918166E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/extractor/BasicEmbeddedDocumentBytesHandler.java,tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/extractor/BasicEmbeddedDocumentBytesHandler.java,org.apache.tika.pipes.core.extractor.BasicEmbeddedDocumentBytesHandler,BasicEmbeddedDocumentBytesHandler,8640,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,2,18,0.0,false,112,0,2.3068839438521166E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/strings/StringsParser.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/strings/StringsParser.java,org.apache.tika.parser.strings.StringsParser,StringsParser,16837,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,INTERFACE,73,5,0.0,false,10,0,0.0023913136220005235,0,INTERFACE,/data/tika/tika-core/src/main/java/org/apache/tika/detect/Detector.java,tika-core/src/main/java/org/apache/tika/detect/Detector.java,org.apache.tika.detect.Detector,Detector,455,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,4,1,0.0,false,9,0,2.333570390830105E-4,0,CONCRETE_CLASS,/data/tika/tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/PipesResults.java,tika-pipes/tika-pipes-core/src/main/java/org/apache/tika/pipes/core/PipesResults.java,org.apache.tika.pipes.core.PipesResults,PipesResults,8648,unit
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,0.0,false,CONCRETE_CLASS,3,4,0.0,false,74,0,3.657139429985737E-4,0,CONCRETE_CLASS,/data/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/dbf/DBFFileHeader.java,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/dbf/DBFFileHeader.java,org.apache.tika.parser.dbf.DBFFileHeader,DBFFileHeader,29128,unit
