,,versionIndex,versionDate,project,versionId,from,fromId,to,toId
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101580,affects,cyclicDep,101567,org.apache.tika.detect.zip,889
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101582,affects,cyclicDep,101567,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101587,affects,cyclicDep,101584,org.apache.tika.parser.html.charsetdetector,18331
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101589,affects,cyclicDep,101584,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101588,affects,cyclicDep,101584,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101591,affects,cyclicDep,101584,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101590,affects,cyclicDep,101584,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101593,affects,cyclicDep,101584,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101592,affects,cyclicDep,101584,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101595,affects,cyclicDep,101584,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101594,affects,cyclicDep,101584,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101596,affects,cyclicDep,101584,org.apache.tika.io,23890
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101601,affects,cyclicDep,101598,org.apache.tika.parser.html.charsetdetector,18331
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101603,affects,cyclicDep,101598,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101602,affects,cyclicDep,101598,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101605,affects,cyclicDep,101598,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101604,affects,cyclicDep,101598,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101607,affects,cyclicDep,101598,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101606,affects,cyclicDep,101598,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101609,affects,cyclicDep,101598,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101608,affects,cyclicDep,101598,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101615,affects,cyclicDep,101611,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101614,affects,cyclicDep,101611,org.apache.tika.parser.html.charsetdetector,18331
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101617,affects,cyclicDep,101611,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101616,affects,cyclicDep,101611,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101619,affects,cyclicDep,101611,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101618,affects,cyclicDep,101611,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101620,affects,cyclicDep,101611,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101625,affects,cyclicDep,101622,org.apache.tika.parser.html.charsetdetector,18331
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101627,affects,cyclicDep,101622,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101626,affects,cyclicDep,101622,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101629,affects,cyclicDep,101622,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101628,affects,cyclicDep,101622,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101630,affects,cyclicDep,101622,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101641,affects,cyclicDep,101638,org.apache.tika.utils,23822
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101643,affects,cyclicDep,101638,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101642,affects,cyclicDep,101638,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101645,affects,cyclicDep,101638,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101644,affects,cyclicDep,101638,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101647,affects,cyclicDep,101638,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101646,affects,cyclicDep,101638,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101649,affects,cyclicDep,101638,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101648,affects,cyclicDep,101638,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101651,affects,cyclicDep,101638,org.apache.tika.detect.zip,889
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101650,affects,cyclicDep,101638,org.apache.tika.io,23890
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101653,affects,cyclicDep,101638,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101652,affects,cyclicDep,101638,org.apache.tika.detect.microsoft.ooxml,7852
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101655,affects,cyclicDep,101638,org.apache.tika.config.loader,27547
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101654,affects,cyclicDep,101638,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101656,affects,cyclicDep,101638,org.apache.tika,15836
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101661,affects,cyclicDep,101658,org.apache.tika.utils,23822
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101663,affects,cyclicDep,101658,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101662,affects,cyclicDep,101658,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101665,affects,cyclicDep,101658,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101664,affects,cyclicDep,101658,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101667,affects,cyclicDep,101658,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101666,affects,cyclicDep,101658,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101669,affects,cyclicDep,101658,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101668,affects,cyclicDep,101658,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101671,affects,cyclicDep,101658,org.apache.tika.detect.zip,889
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101670,affects,cyclicDep,101658,org.apache.tika.io,23890
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101673,affects,cyclicDep,101658,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101672,affects,cyclicDep,101658,org.apache.tika.detect.microsoft.ooxml,7852
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101674,affects,cyclicDep,101658,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101679,affects,cyclicDep,101676,org.apache.tika.utils,23822
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101681,affects,cyclicDep,101676,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101680,affects,cyclicDep,101676,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101683,affects,cyclicDep,101676,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101682,affects,cyclicDep,101676,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101685,affects,cyclicDep,101676,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101684,affects,cyclicDep,101676,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101687,affects,cyclicDep,101676,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101686,affects,cyclicDep,101676,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101688,affects,cyclicDep,101676,org.apache.tika.io,23890
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101693,affects,cyclicDep,101690,org.apache.tika.utils,23822
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101695,affects,cyclicDep,101690,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101694,affects,cyclicDep,101690,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101697,affects,cyclicDep,101690,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101696,affects,cyclicDep,101690,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101699,affects,cyclicDep,101690,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101698,affects,cyclicDep,101690,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101701,affects,cyclicDep,101690,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101700,affects,cyclicDep,101690,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101707,affects,cyclicDep,101703,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101706,affects,cyclicDep,101703,org.apache.tika.utils,23822
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101709,affects,cyclicDep,101703,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101708,affects,cyclicDep,101703,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101711,affects,cyclicDep,101703,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101710,affects,cyclicDep,101703,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101717,affects,cyclicDep,101713,org.apache.tika.parser.html,18095
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101716,affects,cyclicDep,101713,org.apache.tika.utils,23822
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101718,affects,cyclicDep,101713,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101723,affects,cyclicDep,101720,org.apache.tika.parser.mock,15097
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101725,affects,cyclicDep,101720,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101724,affects,cyclicDep,101720,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101727,affects,cyclicDep,101720,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101726,affects,cyclicDep,101720,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101729,affects,cyclicDep,101720,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101728,affects,cyclicDep,101720,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101731,affects,cyclicDep,101720,org.apache.tika.io,23890
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101730,affects,cyclicDep,101720,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101733,affects,cyclicDep,101720,org.apache.tika.detect.microsoft.ooxml,7852
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101732,affects,cyclicDep,101720,org.apache.tika.detect.zip,889
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101735,affects,cyclicDep,101720,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101734,affects,cyclicDep,101720,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101737,affects,cyclicDep,101720,org.apache.tika,15836
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101736,affects,cyclicDep,101720,org.apache.tika.config.loader,27547
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101743,affects,cyclicDep,101739,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101742,affects,cyclicDep,101739,org.apache.tika.parser.mock,15097
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101744,affects,cyclicDep,101739,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101749,affects,cyclicDep,101746,org.apache.tika.parser.mock,15097
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101751,affects,cyclicDep,101746,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101750,affects,cyclicDep,101746,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101753,affects,cyclicDep,101746,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101752,affects,cyclicDep,101746,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101755,affects,cyclicDep,101746,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101754,affects,cyclicDep,101746,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101757,affects,cyclicDep,101746,org.apache.tika.io,23890
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101756,affects,cyclicDep,101746,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101763,affects,cyclicDep,101759,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101762,affects,cyclicDep,101759,org.apache.tika.parser.mock,15097
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101765,affects,cyclicDep,101759,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101764,affects,cyclicDep,101759,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101767,affects,cyclicDep,101759,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101766,affects,cyclicDep,101759,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101769,affects,cyclicDep,101759,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101768,affects,cyclicDep,101759,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101775,affects,cyclicDep,101771,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101774,affects,cyclicDep,101771,org.apache.tika.parser.mock,15097
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101777,affects,cyclicDep,101771,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101776,affects,cyclicDep,101771,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101779,affects,cyclicDep,101771,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101778,affects,cyclicDep,101771,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101785,affects,cyclicDep,101781,org.apache.tika.sax,7070
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101784,affects,cyclicDep,101781,org.apache.tika.parser.mock,15097
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101787,affects,cyclicDep,101781,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101786,affects,cyclicDep,101781,org.apache.tika.extractor,395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101788,affects,cyclicDep,101781,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101811,affects,cyclicDep,101808,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101813,affects,cyclicDep,101808,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101812,affects,cyclicDep,101808,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101815,affects,cyclicDep,101808,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101814,affects,cyclicDep,101808,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101816,affects,cyclicDep,101808,org.apache.tika.io,23890
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101821,affects,cyclicDep,101818,org.apache.tika.digest,10424
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101823,affects,cyclicDep,101818,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101822,affects,cyclicDep,101818,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101825,affects,cyclicDep,101818,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101824,affects,cyclicDep,101818,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101837,affects,cyclicDep,101833,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101836,affects,cyclicDep,101833,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101839,affects,cyclicDep,101833,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101838,affects,cyclicDep,101833,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101840,affects,cyclicDep,101833,org.apache.tika.io,23890
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101845,affects,cyclicDep,101842,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101847,affects,cyclicDep,101842,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101846,affects,cyclicDep,101842,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101848,affects,cyclicDep,101842,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101853,affects,cyclicDep,101850,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101855,affects,cyclicDep,101850,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101854,affects,cyclicDep,101850,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101867,affects,cyclicDep,101863,org.apache.tika.parser,23878
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101866,affects,cyclicDep,101863,org.apache.tika.parser.external,10873
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101869,affects,cyclicDep,101863,org.apache.tika.metadata.writefilter,21343
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101868,affects,cyclicDep,101863,org.apache.tika.mime,15151
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101871,affects,cyclicDep,101863,org.apache.tika.io,23890
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101870,affects,cyclicDep,101863,org.apache.tika.metadata,22184
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101873,affects,cyclicDep,101863,org.apache.tika.detect.microsoft.ooxml,7852
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101872,affects,cyclicDep,101863,org.apache.tika.detect.zip,889
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101875,affects,cyclicDep,101863,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,101874,affects,cyclicDep,101863,org.apache.tika.detect,12804
