,,versionIndex,versionDate,project,versionId,from,fromId,to,toId
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102351,affects,cyclicDep,102346,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102350,affects,cyclicDep,102346,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102363,affects,cyclicDep,102359,org.apache.tika.parser.iwork,22506
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102362,affects,cyclicDep,102359,org.apache.tika.detect.apple,13437
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102365,affects,cyclicDep,102359,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102364,affects,cyclicDep,102359,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102367,affects,cyclicDep,102359,org.apache.tika,15836
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102366,affects,cyclicDep,102359,org.apache.tika.config.loader,27547
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102373,affects,cyclicDep,102369,org.apache.tika.parser.iwork,22506
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102372,affects,cyclicDep,102369,org.apache.tika.detect.apple,13437
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102375,affects,cyclicDep,102369,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102374,affects,cyclicDep,102369,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102381,affects,cyclicDep,102377,org.apache.tika.parser.iwork,22506
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102380,affects,cyclicDep,102377,org.apache.tika.detect.apple,13437
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102382,affects,cyclicDep,102377,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102393,affects,cyclicDep,102390,org.apache.tika.parser.iwork.iwana,14697
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102395,affects,cyclicDep,102390,org.apache.tika.parser.iwork,22506
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102394,affects,cyclicDep,102390,org.apache.tika.detect.apple,13437
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102397,affects,cyclicDep,102390,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102396,affects,cyclicDep,102390,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102399,affects,cyclicDep,102390,org.apache.tika,15836
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102398,affects,cyclicDep,102390,org.apache.tika.config.loader,27547
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102405,affects,cyclicDep,102401,org.apache.tika.detect.apple,13437
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102404,affects,cyclicDep,102401,org.apache.tika.parser.iwork.iwana,14697
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102407,affects,cyclicDep,102401,org.apache.tika.detect,12804
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102406,affects,cyclicDep,102401,org.apache.tika.parser.iwork,22506
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102408,affects,cyclicDep,102401,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102419,affects,cyclicDep,102416,org.apache.tika.parser.executable,6241
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102421,affects,cyclicDep,102416,org.apache.tika.config.loader,27547
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102420,affects,cyclicDep,102416,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102422,affects,cyclicDep,102416,org.apache.tika,15836
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102433,affects,cyclicDep,102430,org.apache.tika.parser.microsoft.pst,27257
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102435,affects,cyclicDep,102430,org.apache.tika.config.loader,27547
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102434,affects,cyclicDep,102430,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102436,affects,cyclicDep,102430,org.apache.tika,15836
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102447,affects,cyclicDep,102444,org.apache.tika.parser.xml,2133
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102449,affects,cyclicDep,102444,org.apache.tika.config.loader,27547
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102448,affects,cyclicDep,102444,org.apache.tika.config,23922
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102450,affects,cyclicDep,102444,org.apache.tika,15836
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102461,affects,cyclicDep,102458,org.apache.tika.metadata.filter,19477
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102463,affects,cyclicDep,102458,org.apache.tika,15836
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102462,affects,cyclicDep,102458,org.apache.tika.config.loader,27547
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102481,affects,cyclicDep,102477,org.apache.tika.serialization,23013
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102480,affects,cyclicDep,102477,org.apache.tika.serialization.serdes,23302
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102482,affects,cyclicDep,102477,org.apache.tika.config.loader,27547
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102523,affects,cyclicDep,102520,org.apache.tika.eval.app.reports,4983
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102524,affects,cyclicDep,102520,org.apache.tika.eval.app,13708
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102541,affects,cyclicDep,102538,org.apache.tika.parser.geo.topic.gazetteer,28703
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102542,affects,cyclicDep,102538,org.apache.tika.parser.geo.topic,8482
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102547,affects,cyclicDep,102544,org.apache.tika.parser.microsoft.onenote.fsshttpb,3072
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102548,affects,cyclicDep,102544,org.apache.tika.parser.microsoft.onenote,5372
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102553,affects,cyclicDep,102550,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj,3387
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102555,affects,cyclicDep,102550,org.apache.tika.parser.microsoft.onenote.fsshttpb,3072
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102554,affects,cyclicDep,102550,org.apache.tika.parser.microsoft.onenote.fsshttpb.property,3395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102567,affects,cyclicDep,102563,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj,3387
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102566,affects,cyclicDep,102563,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.basic,4370
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102569,affects,cyclicDep,102563,org.apache.tika.parser.microsoft.onenote.fsshttpb,3072
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102568,affects,cyclicDep,102563,org.apache.tika.parser.microsoft.onenote.fsshttpb.property,3395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102570,affects,cyclicDep,102563,org.apache.tika.parser.microsoft.onenote,5372
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102575,affects,cyclicDep,102572,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.basic,4370
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102577,affects,cyclicDep,102572,org.apache.tika.parser.microsoft.onenote.fsshttpb.property,3395
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102576,affects,cyclicDep,102572,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj,3387
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102578,affects,cyclicDep,102572,org.apache.tika.parser.microsoft.onenote.fsshttpb,3072
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102603,affects,cyclicDep,102599,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.space,4362
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102602,affects,cyclicDep,102599,org.apache.tika.parser.microsoft.onenote.fsshttpb.util,3419
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102605,affects,cyclicDep,102599,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj,3387
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102604,affects,cyclicDep,102599,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.basic,4370
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102611,affects,cyclicDep,102607,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.space,4362
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102610,affects,cyclicDep,102607,org.apache.tika.parser.microsoft.onenote.fsshttpb.util,3419
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102612,affects,cyclicDep,102607,org.apache.tika.parser.microsoft.onenote.fsshttpb.streamobj.basic,4370
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102647,affects,cyclicDep,102644,org.apache.tika.metadata.PropertyTypeException,20107
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102648,affects,cyclicDep,102644,org.apache.tika.metadata.Property,181
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102677,affects,cyclicDep,102674,org.apache.tika.utils.ServiceLoaderUtils,670
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102678,affects,cyclicDep,102674,org.apache.tika.config.ServiceLoader,662
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102683,affects,cyclicDep,102680,org.apache.tika.detect.CompositeDetector,13041
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102685,affects,cyclicDep,102680,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102684,affects,cyclicDep,102680,org.apache.tika.detect.DefaultDetector,447
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102687,affects,cyclicDep,102680,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102686,affects,cyclicDep,102680,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102689,affects,cyclicDep,102680,org.apache.tika.detect.Detector,455
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102688,affects,cyclicDep,102680,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102695,affects,cyclicDep,102691,org.apache.tika.detect.DefaultDetector,447
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102694,affects,cyclicDep,102691,org.apache.tika.detect.CompositeDetector,13041
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102697,affects,cyclicDep,102691,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102696,affects,cyclicDep,102691,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102699,affects,cyclicDep,102691,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102698,affects,cyclicDep,102691,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102705,affects,cyclicDep,102701,org.apache.tika.detect.CompositeDetector,13041
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102704,affects,cyclicDep,102701,org.apache.tika.mime.MediaTypeRegistry,4525
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102707,affects,cyclicDep,102701,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102706,affects,cyclicDep,102701,org.apache.tika.detect.DefaultDetector,447
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102708,affects,cyclicDep,102701,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102713,affects,cyclicDep,102710,org.apache.tika.detect.DefaultDetector,447
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102715,affects,cyclicDep,102710,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102714,affects,cyclicDep,102710,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102717,affects,cyclicDep,102710,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102716,affects,cyclicDep,102710,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102718,affects,cyclicDep,102710,org.apache.tika.detect.Detector,455
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102723,affects,cyclicDep,102720,org.apache.tika.detect.OverrideDetector,13257
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102725,affects,cyclicDep,102720,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102724,affects,cyclicDep,102720,org.apache.tika.detect.DefaultDetector,447
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102727,affects,cyclicDep,102720,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102726,affects,cyclicDep,102720,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102729,affects,cyclicDep,102720,org.apache.tika.detect.Detector,455
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102728,affects,cyclicDep,102720,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102735,affects,cyclicDep,102731,org.apache.tika.detect.DefaultDetector,447
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102734,affects,cyclicDep,102731,org.apache.tika.detect.OverrideDetector,13257
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102737,affects,cyclicDep,102731,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102736,affects,cyclicDep,102731,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102739,affects,cyclicDep,102731,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102738,affects,cyclicDep,102731,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102745,affects,cyclicDep,102741,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102744,affects,cyclicDep,102741,org.apache.tika.detect.DefaultDetector,447
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102746,affects,cyclicDep,102741,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102751,affects,cyclicDep,102748,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102753,affects,cyclicDep,102748,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102752,affects,cyclicDep,102748,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102755,affects,cyclicDep,102748,org.apache.tika.detect.Detector,455
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102754,affects,cyclicDep,102748,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102761,affects,cyclicDep,102757,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102760,affects,cyclicDep,102757,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102763,affects,cyclicDep,102757,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102762,affects,cyclicDep,102757,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102769,affects,cyclicDep,102765,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102768,affects,cyclicDep,102765,org.apache.tika.parser.AutoDetectParser,418
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102771,affects,cyclicDep,102765,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102770,affects,cyclicDep,102765,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102773,affects,cyclicDep,102765,org.apache.tika.detect.Detector,455
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102772,affects,cyclicDep,102765,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102779,affects,cyclicDep,102775,org.apache.tika.digest.DigestHelper,10482
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102778,affects,cyclicDep,102775,org.apache.tika.digest.Digester,8407
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102781,affects,cyclicDep,102775,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102780,affects,cyclicDep,102775,org.apache.tika.parser.AutoDetectParser,418
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102783,affects,cyclicDep,102775,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102782,affects,cyclicDep,102775,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102784,affects,cyclicDep,102775,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102789,affects,cyclicDep,102786,org.apache.tika.extractor.EmbeddedStreamTranslator,401
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102791,affects,cyclicDep,102786,org.apache.tika.digest.DigestHelper,10482
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102790,affects,cyclicDep,102786,org.apache.tika.extractor.DefaultEmbeddedStreamTranslator,567
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102793,affects,cyclicDep,102786,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102792,affects,cyclicDep,102786,org.apache.tika.parser.AutoDetectParser,418
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102795,affects,cyclicDep,102786,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102794,affects,cyclicDep,102786,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102796,affects,cyclicDep,102786,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102801,affects,cyclicDep,102798,org.apache.tika.extractor.DefaultEmbeddedStreamTranslator,567
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102803,affects,cyclicDep,102798,org.apache.tika.parser.AutoDetectParser,418
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102802,affects,cyclicDep,102798,org.apache.tika.digest.DigestHelper,10482
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102805,affects,cyclicDep,102798,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102804,affects,cyclicDep,102798,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102807,affects,cyclicDep,102798,org.apache.tika.io.TikaInputStream,52
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102806,affects,cyclicDep,102798,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102813,affects,cyclicDep,102809,org.apache.tika.digest.DigestHelper,10482
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102812,affects,cyclicDep,102809,org.apache.tika.io.TemporaryResources,1332
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102815,affects,cyclicDep,102809,org.apache.tika.Tika,35
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102814,affects,cyclicDep,102809,org.apache.tika.parser.AutoDetectParser,418
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102817,affects,cyclicDep,102809,org.apache.tika.io.FilenameUtils,4456
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102816,affects,cyclicDep,102809,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102823,affects,cyclicDep,102819,org.apache.tika.parser.AutoDetectParser,418
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102822,affects,cyclicDep,102819,org.apache.tika.digest.DigestHelper,10482
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102825,affects,cyclicDep,102819,org.apache.tika.mime.MimeTypes,799
tika,697d7c047daf1f661a4ed067bbc8f9c58bb6faa2,1,2026-01-07T07:46:39.000,102824,affects,cyclicDep,102819,org.apache.tika.Tika,35
