Project,Package,Class,Smell,Description,File
tika,org.apache.tika.example,TextStatsFromTikaEval,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.eval.core.textstats.CompositeTextStatsCalculator,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TextStatsFromTikaEval.java
tika,org.apache.tika.example,ParsingExample,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.Tika; org.apache.tika.sax.RecursiveParserWrapperHandler,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ParsingExample.java
tika,org.apache.tika.example,ParsingExample,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ParsingExample.java
tika,org.apache.tika.example,TrecDocumentGenerator,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.Tika; org.apache.tika.metadata.Metadata,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TrecDocumentGenerator.java
tika,org.apache.tika.example,InterruptableParsingExample,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.Tika,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/InterruptableParsingExample.java
tika,org.apache.tika.example,ImportContextImpl,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ImportContextImpl.java
tika,org.apache.tika.example,TranscribeTranslateExample,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.language.translate.Translator,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TranscribeTranslateExample.java
tika,org.apache.tika.example,StandardsExtractionExample,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.sax.StandardsExtractingContentHandler,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/StandardsExtractionExample.java
tika,org.apache.tika.example,DirListParser,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/DirListParser.java
tika,org.apache.tika.example,DirListParser,Law of Demeter violation,The tool detected the smell in this method (parse) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.io.TikaInputStream.getFile; org.apache.tika.io.TikaInputStream.get,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/DirListParser.java
tika,org.apache.tika.example,RollbackSoftware,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.sax.LinkContentHandler,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/RollbackSoftware.java
tika,org.apache.tika.example,MyFirstTika,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata; org.apache.tika.langdetect.optimaize.OptimaizeLangDetector; org.apache.tika.language.detect.LanguageDetector; org.apache.tika.language.detect.LanguageResult,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/MyFirstTika.java
tika,org.apache.tika.example,MyFirstTika,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/MyFirstTika.java
tika,org.apache.tika.example,TIAParsingExample,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata; org.apache.tika.parser.CompositeParser,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TIAParsingExample.java
tika,org.apache.tika.example,TIAParsingExample,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TIAParsingExample.java
tika,org.apache.tika.example,LanguageDetectorExample,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.langdetect.optimaize.OptimaizeLangDetector; org.apache.tika.language.detect.LanguageDetector,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/LanguageDetectorExample.java
tika,org.apache.tika.example,ExtractEmbeddedFiles,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ExtractEmbeddedFiles.java
tika,org.apache.tika.example,ContentHandlerExample,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.sax.xpath.XPathParser; org.apache.tika.sax.ContentHandlerDecorator,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ContentHandlerExample.java
tika,org.apache.tika.example,ContentHandlerExample,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ContentHandlerExample.java
tika,org.apache.tika.example,MetadataAwareLuceneIndexer,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/MetadataAwareLuceneIndexer.java
tika,org.apache.tika.example,Language,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.language.detect.LanguageWriter; org.apache.tika.language.detect.LanguageHandler; org.apache.tika.langdetect.optimaize.OptimaizeLangDetector; org.apache.tika.language.detect.LanguageDetector,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/Language.java
tika,org.apache.tika.example,TranslatorExample,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.language.translate.impl.MicrosoftTranslator,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TranslatorExample.java
tika,org.apache.tika.example,LanguageDetectingParser,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.language.detect.LanguageHandler,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/LanguageDetectingParser.java
tika,org.apache.tika.parser.jdbc,AbstractDBParser,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.sax.XHTMLContentHandler,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-jdbc-commons/src/main/java/org/apache/tika/parser/jdbc/AbstractDBParser.java
tika,org.apache.tika.parser.jdbc,JDBCTableReader,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-jdbc-commons/src/main/java/org/apache/tika/parser/jdbc/JDBCTableReader.java
tika,org.apache.tika.parser.jdbc,JDBCTableReader,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-jdbc-commons/src/main/java/org/apache/tika/parser/jdbc/JDBCTableReader.java
tika,org.apache.tika.parser.pdf,PDFRenderingTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFRenderingTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.Tika; org.apache.tika.metadata.Metadata; org.apache.tika.parser.pdf.PDFParserConfig; org.apache.tika.parser.pdf.PDFParser,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PDFBOX_LOG_LEVEL (80),/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 23,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testAnnotations) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.PDFParser.getPDFParserConfig; org.apache.tika.parser.pdf.PDFParserConfig.setExtractAnnotationText,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testDisableAutoSpace) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.PDFParser.getPDFParserConfig; org.apache.tika.parser.pdf.PDFParserConfig.setEnableAutoSpace,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testDisableAutoSpace) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.PDFParser.getPDFParserConfig; org.apache.tika.parser.pdf.PDFParserConfig.setEnableAutoSpace,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testDuplicateOverlappingText) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.PDFParser.getPDFParserConfig; org.apache.tika.parser.pdf.PDFParserConfig.setSuppressDuplicateOverlappingText,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testIgnoreContentStreamSpaceGlyphs) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.PDFParser.getPDFParserConfig; org.apache.tika.parser.pdf.PDFParserConfig.setIgnoreContentStreamSpaceGlyphs,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testIgnoreContentStreamSpaceGlyphs) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.PDFParser.getPDFParserConfig; org.apache.tika.parser.pdf.PDFParserConfig.setSortByPosition,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testSortByPosition) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.PDFParser.getPDFParserConfig; org.apache.tika.parser.pdf.PDFParserConfig.setEnableAutoSpace,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testInitializationOfNonPrimitivesViaConfig) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.PDFParser.getPDFParserConfig; org.apache.tika.parser.pdf.PDFParserConfig.getOcrStrategy,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testInitializationOfNonPrimitivesViaConfig) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.PDFParser.getPDFParserConfig; org.apache.tika.parser.pdf.PDFParserConfig.getOcrImageType,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFIncrementalUpdatesTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.parser.pdf.updates.StartXRefScanner; org.apache.tika.parser.pdf.PDFParserConfig,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFIncrementalUpdatesTest.java
tika,org.apache.tika.parser.pdf,CustomTikaXMPTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/CustomTikaXMPTest.java
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTMLTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.parser.pdf.PDFParserConfig,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTMLTest.java
tika,org.apache.tika.parser.pdf,PDFParser,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.parser.pdf.updates.StartXRefScanner; org.apache.tika.metadata.Metadata; org.apache.tika.parser.pdf.PDFParserConfig; org.apache.tika.sax.XHTMLContentHandler; org.apache.tika.parser.pdf.XFAExtractor; org.apache.tika.renderer.pdf.pdfbox.PDFBoxRenderer,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParser.java
tika,org.apache.tika.parser.pdf,PDFParser,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 31,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParser.java
tika,org.apache.tika.parser.pdf,PDFParser,Law of Demeter violation,The tool detected the smell in this method (parse) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.renderer.pdf.pdfbox.PDFRenderingState.getRenderResults; org.apache.tika.renderer.RenderResults.close,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParser.java
tika,org.apache.tika.parser.pdf,AbstractPDF2XHTML,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata; org.apache.tika.sax.XHTMLContentHandler; org.apache.tika.io.TemporaryResources; org.apache.tika.parser.pdf.XFAExtractor; org.apache.tika.renderer.RenderingTracker,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/AbstractPDF2XHTML.java
tika,org.apache.tika.parser.pdf,AbstractPDF2XHTML,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 35,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/AbstractPDF2XHTML.java
tika,org.apache.tika.parser.pdf,XFAExtractor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/XFAExtractor.java
tika,org.apache.tika.parser.pdf,PDFParserConfig.OCRStrategyAuto,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParserConfig.java
tika,org.apache.tika.parser.pdf,PDMetadataExtractor,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.parser.pdf.PDFEncodedStringDecoder,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDMetadataExtractor.java
tika,org.apache.tika.parser.pdf,PDMetadataExtractor,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDMetadataExtractor.java
tika,org.apache.tika.parser.pdf,PDF2XHTML,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java
tika,org.apache.tika.parser.pdf,PDF2XHTML,Law of Demeter violation,The tool detected the smell in this method (extractImages) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.parser.pdf.image.ImageGraphicsEngineFactory.newEngine; org.apache.tika.parser.pdf.PDFParserConfig.getImageGraphicsEngineFactory,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata; org.apache.tika.sax.RecursiveParserWrapperHandler; org.apache.tika.parser.pdf.PDFParserConfig; org.apache.tika.parser.ocr.TesseractOCRConfig; org.apache.tika.parser.ocr.TesseractOCRParser,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PDFBOX_LOG_LEVEL (71),/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 20,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testEmbeddedFilesInChildren) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.mime.MediaType.image; org.apache.tika.mime.MediaType.toString,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testEmbeddedFilesInChildren) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.mime.MediaType.image; org.apache.tika.mime.MediaType.toString,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.parser.pdf,PDFParserTest,Law of Demeter violation,The tool detected the smell in this method (testEmbeddedJBIG2Image) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.mime.MediaType.image; org.apache.tika.mime.MediaType.toString,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java
tika,org.apache.tika.renderer.pdf.pdfbox,PDFBoxRenderer,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.renderer.PageBasedRenderResults; org.apache.tika.renderer.RenderingTracker,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/renderer/pdf/pdfbox/PDFBoxRenderer.java
tika,org.apache.tika.renderer.pdf.pdfbox,PDFBoxRenderer,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PDFBOX_RENDERING_TIME_MS (68); PDFBOX_IMAGE_WRITING_TIME_MS (75),/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/renderer/pdf/pdfbox/PDFBoxRenderer.java
tika,org.apache.tika.renderer.pdf.pdfbox,PDFBoxRenderer,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/renderer/pdf/pdfbox/PDFBoxRenderer.java
tika,org.apache.tika.renderer.pdf.mutool,MuPDFRenderer,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.io.TemporaryResources; org.apache.tika.renderer.RenderingTracker,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/renderer/pdf/mutool/MuPDFRenderer.java
tika,org.apache.tika.renderer.pdf.mutool,MuPDFRenderer,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 15,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/renderer/pdf/mutool/MuPDFRenderer.java
tika,org.apache.tika.renderer.pdf.mutool,MuPDFRenderer,Law of Demeter violation,The tool detected the smell in this method (render) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.tika.io.TikaInputStream.get; org.apache.tika.io.TikaInputStream.getPath,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/renderer/pdf/mutool/MuPDFRenderer.java
tika,org.apache.tika.parser.pdf.updates,IsIncrementalUpdate,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: IS_INCREMENTAL_UPDATE (21),/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/updates/IsIncrementalUpdate.java
tika,org.apache.tika.parser.pdf.image,ImageGraphicsEngine,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.tika.metadata.Metadata; org.apache.tika.io.BoundedInputStream,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/image/ImageGraphicsEngine.java
tika,org.apache.tika.parser.pdf.image,ImageGraphicsEngine,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/image/ImageGraphicsEngine.java
