Project,Package,Class,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-In,Fan-Out,File,Line no
tika,org.apache.tika.detect.zip,ZipContainerDetector,0,0,3,0,24,3,8,0,-1.0,0,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/ZipContainerDetector.java,29
tika,org.apache.tika.detect.zip,FrictionlessPackageDetector,3,0,5,3,73,18,0,1,0.0,0,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/FrictionlessPackageDetector.java,31
tika,org.apache.tika.detect.zip,FrictionlessPackageDetector.PARTS,0,0,0,0,1,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/FrictionlessPackageDetector.java,36
tika,org.apache.tika.detect.zip,FrictionlessPackageDetector.Counter,1,0,0,0,6,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/FrictionlessPackageDetector.java,114
tika,org.apache.tika.detect.zip,DefaultZipContainerDetector,7,0,19,6,288,52,1,1,0.10526315789473684,5,10,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/DefaultZipContainerDetector.java,50
tika,org.apache.tika.detect.zip,DeprecatedZipContainerDetector,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/DeprecatedZipContainerDetector.java,21
tika,org.apache.tika.detect.zip,StarOfficeDetector,4,0,4,3,71,6,0,1,0.5,0,7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/StarOfficeDetector.java,39
tika,org.apache.tika.detect.zip,StarOfficeDetector.StarOfficeXHandler,1,0,0,0,27,0,0,0,-1.0,0,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/StarOfficeDetector.java,107
tika,org.apache.tika.detect.zip,IPADetector,4,0,3,3,58,9,0,1,0.0,0,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/IPADetector.java,32
tika,org.apache.tika.detect.zip,IPADetector.TmpPatterns,1,0,0,0,3,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/IPADetector.java,106
tika,org.apache.tika.detect.zip,JarDetector,1,0,3,3,53,15,0,1,1.0,0,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/JarDetector.java,28
tika,org.apache.tika.detect.zip,JarDetector.SeenManifest,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/JarDetector.java,101
tika,org.apache.tika.detect.zip,KMZDetector,1,0,3,3,57,13,0,1,1.0,0,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/KMZDetector.java,32
tika,org.apache.tika.detect.zip,KMZDetector.KMLCounter,1,0,0,0,9,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/detect/zip/KMZDetector.java,93
tika,org.apache.tika.zip.utils,ZipSalvager,1,0,3,2,72,9,0,0,0.0,2,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-zip-commons/src/main/java/org/apache/tika/zip/utils/ZipSalvager.java,37
tika,org.apache.tika.parser.font,FontParsersTest,0,0,2,2,48,2,0,0,-1.0,0,5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-font-module/src/test/java/org/apache/tika/parser/font/FontParsersTest.java,38
tika,org.apache.tika.parser.font,AdobeFontMetricParser,14,0,5,2,78,12,0,1,0.4,1,7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-font-module/src/main/java/org/apache/tika/parser/font/AdobeFontMetricParser.java,40
tika,org.apache.tika.parser.font,TrueTypeParser,3,0,2,2,65,11,0,1,1.0,0,8,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-font-module/src/main/java/org/apache/tika/parser/font/TrueTypeParser.java,44
tika,org.apache.tika.parser.strings,Latin1StringsParserTest,0,0,1,1,28,1,0,0,-1.0,0,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/strings/Latin1StringsParserTest.java,36
tika,org.apache.tika.parser.strings,StringsConfigTest,0,0,4,4,35,4,0,0,-1.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/strings/StringsConfigTest.java,29
tika,org.apache.tika.parser.strings,StringsParserTest,0,0,2,2,29,3,0,0,-1.0,0,6,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/strings/StringsParserTest.java,37
tika,org.apache.tika.parser.strings,StringsConfig,5,0,6,6,61,8,0,0,0.5,3,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/strings/StringsConfig.java,21
tika,org.apache.tika.parser.strings,Latin1StringsParser,12,0,9,4,201,29,0,1,0.4444444444444444,1,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/strings/Latin1StringsParser.java,34
tika,org.apache.tika.parser.strings,StringsEncoding,2,0,3,2,16,3,0,0,0.0,3,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/strings/StringsEncoding.java,19
tika,org.apache.tika.parser.strings,StringsParser,8,0,17,13,168,24,0,1,0.17647058823529413,2,14,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/strings/StringsParser.java,55
tika,org.apache.tika.parser.txt,BOMDetectorTest,0,0,3,2,41,7,0,0,-1.0,0,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/txt/BOMDetectorTest.java,37
tika,org.apache.tika.parser.txt,TXTParserTest,1,0,14,13,147,14,0,0,0.21428571428571427,0,5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/txt/TXTParserTest.java,39
tika,org.apache.tika.parser.txt,CharsetDetectorTest,0,0,7,7,77,11,0,0,-1.0,0,6,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/test/java/org/apache/tika/parser/txt/CharsetDetectorTest.java,37
tika,org.apache.tika.parser.txt,UniversalEncodingListener,6,0,6,5,57,13,0,0,0.0,1,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/UniversalEncodingListener.java,30
tika,org.apache.tika.parser.txt,CharsetRecog_2022,3,0,1,0,83,11,3,1,0.0,1,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_2022.java,11
tika,org.apache.tika.parser.txt,CharsetRecog_2022.CharsetRecog_2022JP,1,0,0,0,10,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_2022.java,97
tika,org.apache.tika.parser.txt,CharsetRecog_2022.CharsetRecog_2022KR,1,0,0,0,10,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_2022.java,122
tika,org.apache.tika.parser.txt,CharsetRecog_2022.CharsetRecog_2022CN,1,0,0,0,10,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_2022.java,135
tika,org.apache.tika.parser.txt,CharsetDetector,16,0,17,14,363,50,0,0,0.11764705882352941,9,6,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetDetector.java,23
tika,org.apache.tika.parser.txt,CharsetDetector.CSRecognizerInfo,2,0,0,0,8,0,0,0,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetDetector.java,595
tika,org.apache.tika.parser.txt,TXTParser,2,0,4,4,45,7,0,2,1.0,0,7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/TXTParser.java,38
tika,org.apache.tika.parser.txt,CharsetMatch,6,0,13,11,174,23,0,0,0.0,6,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetMatch.java,18
tika,org.apache.tika.parser.txt,Icu4jEncodingDetector,3,0,8,8,72,15,0,1,0.25,1,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/Icu4jEncodingDetector.java,34
tika,org.apache.tika.parser.txt,CharsetRecog_UTF8,0,0,2,0,74,18,0,1,-1.0,0,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_UTF8.java,11
tika,org.apache.tika.parser.txt,BOMDetector,4,0,2,1,52,9,0,1,0.0,1,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/BOMDetector.java,30
tika,org.apache.tika.parser.txt,CharsetRecog_Unicode,0,0,4,0,140,8,3,1,-1.0,1,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_Unicode.java,13
tika,org.apache.tika.parser.txt,CharsetRecog_Unicode.CharsetRecog_UTF_16_BE,0,0,0,0,28,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_Unicode.java,52
tika,org.apache.tika.parser.txt,CharsetRecog_Unicode.CharsetRecog_UTF_16_LE,0,0,0,0,28,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_Unicode.java,83
tika,org.apache.tika.parser.txt,CharsetRecog_Unicode.CharsetRecog_UTF_32,0,0,0,0,43,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_Unicode.java,114
tika,org.apache.tika.parser.txt,CharsetRecog_Unicode.CharsetRecog_UTF_32_BE,0,0,0,0,8,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_Unicode.java,164
tika,org.apache.tika.parser.txt,CharsetRecog_Unicode.CharsetRecog_UTF_32_LE,0,0,0,0,8,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_Unicode.java,176
tika,org.apache.tika.parser.txt,CharsetRecog_mbcs,9,0,3,0,301,14,4,1,0.6666666666666666,1,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_mbcs.java,14
tika,org.apache.tika.parser.txt,CharsetRecog_mbcs.iteratedChar,4,0,0,0,19,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_mbcs.java,158
tika,org.apache.tika.parser.txt,CharsetRecog_mbcs.CharsetRecog_sjis,1,0,0,0,36,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_mbcs.java,180
tika,org.apache.tika.parser.txt,CharsetRecog_mbcs.CharsetRecog_big5,1,0,0,0,36,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_mbcs.java,238
tika,org.apache.tika.parser.txt,CharsetRecog_mbcs.CharsetRecog_euc,2,0,0,0,75,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_mbcs.java,299
tika,org.apache.tika.parser.txt,CharsetRecog_mbcs.CharsetRecog_euc_jp,1,0,0,0,16,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_mbcs.java,370
tika,org.apache.tika.parser.txt,CharsetRecog_mbcs.CharsetRecog_euc_kr,1,0,0,0,16,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_mbcs.java,405
tika,org.apache.tika.parser.txt,CharsetRecog_mbcs.CharsetRecog_gb_18030,1,0,0,0,53,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_mbcs.java,441
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs,43,0,4,0,493,4,14,1,0.5,1,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,13
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.NGramParser,8,0,0,0,86,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,54
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.NGramParser_IBM420,2,0,0,0,58,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,186
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.NGramsPlusLang,2,0,0,0,8,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,315
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_1,2,0,0,0,20,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,325
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_2,2,0,0,0,20,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,538
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_5,1,0,0,0,6,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,664
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_5_ru,1,0,0,0,10,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,723
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_6,1,0,0,0,6,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,745
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_6_ar,1,0,0,0,10,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,804
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_7,1,0,0,0,6,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,826
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_7_el,1,0,0,0,11,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,885
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_8,1,0,0,0,6,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,908
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_8_I_he,1,0,0,0,14,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,967
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_8_he,1,0,0,0,11,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,994
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_9,1,0,0,0,6,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1018
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_8859_9_tr,1,0,0,0,11,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1077
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_windows_1251,2,0,0,0,14,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1100
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_IBM866_ru,2,0,0,0,14,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1180
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_windows_1256,2,0,0,0,14,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1260
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_KOI8_R,2,0,0,0,14,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1339
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_IBM424_he,1,0,0,0,6,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1418
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_IBM424_he_rtl,1,0,0,0,10,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1479
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_IBM424_he_ltr,1,0,0,0,10,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1501
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_IBM420_ar,1,0,0,0,6,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1525
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_IBM420_ar_rtl,1,0,0,0,10,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1587
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_IBM420_ar_ltr,1,0,0,0,10,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1610
tika,org.apache.tika.parser.txt,CharsetRecog_sbcs.CharsetRecog_EBCDIC_500,2,0,0,0,30,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-text-module/src/main/java/org/apache/tika/parser/txt/CharsetRecog_sbcs.java,1633
