Project,Package,Class,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-In,Fan-Out,File,Line no
tika,org.apache.tika.example,DumpTikaConfigExampleTest,1,0,3,3,39,7,0,0,0.0,0,7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/DumpTikaConfigExampleTest.java,43
tika,org.apache.tika.example,TranslatorExampleTest,1,0,2,2,14,3,0,0,0.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/TranslatorExampleTest.java,26
tika,org.apache.tika.example,LanguageDetectorExampleTest,1,0,2,2,10,2,0,0,0.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/LanguageDetectorExampleTest.java,26
tika,org.apache.tika.example,ContentHandlerExampleTest,1,0,6,6,53,7,0,0,0.0,0,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/ContentHandlerExampleTest.java,33
tika,org.apache.tika.example,TextStatsFromTikaEvalTest,0,0,1,1,7,1,0,0,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/TextStatsFromTikaEvalTest.java,23
tika,org.apache.tika.example,SimpleTypeDetectorTest,0,0,1,1,10,1,0,0,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/SimpleTypeDetectorTest.java,28
tika,org.apache.tika.example,AdvancedTypeDetectorTest,0,0,1,1,5,1,0,0,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/AdvancedTypeDetectorTest.java,24
tika,org.apache.tika.example,TestParsingExample,1,0,7,7,41,7,0,0,0.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/TestParsingExample.java,35
tika,org.apache.tika.example,SimpleTextExtractorTest,0,0,1,1,14,1,0,0,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/SimpleTextExtractorTest.java,33
tika,org.apache.tika.example,ExtractEmbeddedFilesTest,2,0,3,3,20,4,0,0,0.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/test/java/org/apache/tika/example/ExtractEmbeddedFilesTest.java,31
tika,org.apache.tika.example,TextStatsFromTikaEval,0,0,1,1,18,1,0,0,-1.0,1,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TextStatsFromTikaEval.java,29
tika,org.apache.tika.example,ParsingExample,0,0,7,7,111,8,0,0,-1.0,2,15,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ParsingExample.java,46
tika,org.apache.tika.example,TrecDocumentGenerator,3,0,1,1,59,1,0,0,0.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TrecDocumentGenerator.java,30
tika,org.apache.tika.example,TrecDocumentGenerator.TrecDocument,3,0,0,0,48,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TrecDocumentGenerator.java,49
tika,org.apache.tika.example,InterruptableParsingExample,3,0,1,1,43,1,0,0,0.0,0,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/InterruptableParsingExample.java,35
tika,org.apache.tika.example,InterruptableParsingExample.QueryMatchedException,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/InterruptableParsingExample.java,67
tika,org.apache.tika.example,InterruptableParsingExample.InterruptingContentHandler,2,0,0,0,19,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/InterruptableParsingExample.java,70
tika,org.apache.tika.example,ImportContextImpl,8,0,15,14,155,24,0,0,0.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ImportContextImpl.java,40
tika,org.apache.tika.example,PrescriptionParser,1,0,2,1,12,2,0,2,1.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/PrescriptionParser.java,31
tika,org.apache.tika.example,SpringExample,0,0,1,1,7,1,0,0,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/SpringExample.java,32
tika,org.apache.tika.example,LuceneIndexerExtended,2,0,3,3,25,4,0,0,0.0,0,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/LuceneIndexerExtended.java,33
tika,org.apache.tika.example,PickBestTextEncodingParser,7,0,6,3,110,13,0,2,0.5,0,6,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/PickBestTextEncodingParser.java,43
tika,org.apache.tika.example,PickBestTextEncodingParser.CharsetContentHandlerFactory,2,0,0,0,14,0,0,1,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/PickBestTextEncodingParser.java,153
tika,org.apache.tika.example,PickBestTextEncodingParser.CharsetTester,3,0,0,0,30,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/PickBestTextEncodingParser.java,174
tika,org.apache.tika.example,DumpTikaConfigExample,0,0,1,1,56,9,0,0,-1.0,1,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/DumpTikaConfigExample.java,31
tika,org.apache.tika.example,TranscribeTranslateExample,0,0,3,3,55,7,0,0,-1.0,0,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TranscribeTranslateExample.java,27
tika,org.apache.tika.example,StandardsExtractionExample,3,0,5,5,54,6,0,0,0.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/StandardsExtractionExample.java,38
tika,org.apache.tika.example,MediaTypeExample,0,0,3,3,27,6,0,0,-1.0,0,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/MediaTypeExample.java,25
tika,org.apache.tika.example,ZipListFiles,0,0,2,2,20,5,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ZipListFiles.java,24
tika,org.apache.tika.example,DisplayMetInstance,0,0,2,2,15,2,0,0,-1.0,0,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/DisplayMetInstance.java,30
tika,org.apache.tika.example,SimpleTypeDetector,0,0,1,1,9,2,0,0,-1.0,1,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/SimpleTypeDetector.java,23
tika,org.apache.tika.example,DirListParser,2,0,5,4,66,10,0,1,0.4,0,5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/DirListParser.java,40
tika,org.apache.tika.example,RollbackSoftware,1,0,4,2,50,5,0,0,0.5,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/RollbackSoftware.java,43
tika,org.apache.tika.example,RollbackSoftware.DeploymentAreaParser,1,0,0,0,23,0,0,1,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/RollbackSoftware.java,78
tika,org.apache.tika.example,SimpleTextExtractor,0,0,1,1,9,2,0,0,-1.0,1,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/SimpleTextExtractor.java,23
tika,org.apache.tika.example,LuceneIndexer,2,0,2,2,14,2,0,0,0.0,1,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/LuceneIndexer.java,28
tika,org.apache.tika.example,MyFirstTika,0,0,3,3,50,3,0,0,-1.0,0,13,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/MyFirstTika.java,43
tika,org.apache.tika.example,RecentFiles,2,0,5,4,87,9,0,0,0.0,0,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/RecentFiles.java,42
tika,org.apache.tika.example,TIAParsingExample,1,0,14,14,125,15,0,0,1.0,0,12,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TIAParsingExample.java,59
tika,org.apache.tika.example,LanguageDetectorExample,0,0,1,1,7,1,0,0,-1.0,1,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/LanguageDetectorExample.java,25
tika,org.apache.tika.example,ExtractEmbeddedFiles,5,0,1,1,54,1,0,0,0.0,1,9,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ExtractEmbeddedFiles.java,43
tika,org.apache.tika.example,ExtractEmbeddedFiles.MyEmbeddedDocumentExtractor,2,0,0,0,40,0,0,2,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ExtractEmbeddedFiles.java,60
tika,org.apache.tika.example,CustomMimeInfo,0,0,3,3,18,3,0,0,-1.0,0,2,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/CustomMimeInfo.java,26
tika,org.apache.tika.example,EncryptedPrescriptionParser,1,0,2,2,18,2,0,1,1.0,0,5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/EncryptedPrescriptionParser.java,37
tika,org.apache.tika.example,ContentHandlerExample,1,0,6,6,82,8,0,0,0.8333333333333334,1,10,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/ContentHandlerExample.java,38
tika,org.apache.tika.example,Pharmacy,1,0,2,2,9,2,0,0,0.0,2,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/Pharmacy.java,21
tika,org.apache.tika.example,GrabPhoneNumbersExample,3,0,5,5,51,6,0,0,0.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/GrabPhoneNumbersExample.java,38
tika,org.apache.tika.example,MetadataAwareLuceneIndexer,2,0,3,3,48,7,0,0,0.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/MetadataAwareLuceneIndexer.java,35
tika,org.apache.tika.example,Language,0,0,3,3,24,3,0,0,-1.0,0,5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/Language.java,30
tika,org.apache.tika.example,TranslatorExample,0,0,1,1,13,1,0,0,-1.0,1,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/TranslatorExample.java,21
tika,org.apache.tika.example,EncryptedPrescriptionDetector,1,0,1,1,19,2,0,1,0.0,0,5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/EncryptedPrescriptionDetector.java,33
tika,org.apache.tika.example,DescribeMetadata,0,0,1,1,8,1,0,0,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/DescribeMetadata.java,21
tika,org.apache.tika.example,AdvancedTypeDetector,1,0,3,3,26,5,0,0,1.0,1,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/AdvancedTypeDetector.java,28
tika,org.apache.tika.example,LanguageDetectingParser,1,0,1,1,12,2,0,2,0.0,0,7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-example/src/main/java/org/apache/tika/example/LanguageDetectingParser.java,34
tika,org.apache.tika.parser.jdbc,AbstractDBParser,2,0,10,2,146,16,1,1,0.2,0,7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-jdbc-commons/src/main/java/org/apache/tika/parser/jdbc/AbstractDBParser.java,40
tika,org.apache.tika.parser.jdbc,JDBCTableReader,7,0,14,4,211,40,1,0,0.0,3,9,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-jdbc-commons/src/main/java/org/apache/tika/parser/jdbc/JDBCTableReader.java,49
tika,org.apache.tika.parser.pdf,AccessCheckerTest,0,0,6,5,85,6,0,0,-1.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/AccessCheckerTest.java,28
tika,org.apache.tika.parser.pdf,PDFRenderingTest,2,0,5,3,63,5,0,0,0.4,0,8,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFRenderingTest.java,46
tika,org.apache.tika.parser.pdf,PDFRenderingTest.RenderCaptureExtractor,2,0,0,0,18,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFRenderingTest.java,109
tika,org.apache.tika.parser.pdf,PDFParserTest,2,1,69,67,959,110,0,0,0.9420289855072463,0,23,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java,75
tika,org.apache.tika.parser.pdf,PDFParserTest.EventCountingHandler,1,0,0,0,12,0,0,1,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java,1374
tika,org.apache.tika.parser.pdf,PDFParserTest.AvoidInlineSelector,0,0,0,0,9,0,0,1,-1.0,0,1,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java,1391
tika,org.apache.tika.parser.pdf,PDFIncrementalUpdatesTest,0,0,12,11,84,12,0,0,-1.0,0,5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFIncrementalUpdatesTest.java,39
tika,org.apache.tika.parser.pdf,CustomTikaXMPTest,0,0,6,5,70,6,0,0,-1.0,0,7,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/CustomTikaXMPTest.java,38
tika,org.apache.tika.parser.pdf,MyCustomImageGraphicsEngineFactory,0,0,1,1,5,1,0,1,-1.0,0,6,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/MyCustomImageGraphicsEngineFactory.java,32
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTMLTest,1,0,4,4,33,4,0,0,0.0,0,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/test/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTMLTest.java,32
tika,org.apache.tika.parser.pdf,PDFParser,6,1,98,78,740,161,0,1,0.05102040816326531,6,31,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,95
tika,org.apache.tika.parser.pdf,PDFParser.TikaAcroFormFixup,0,0,0,0,11,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParser.java,1148
tika,org.apache.tika.parser.pdf,OCRPageCounter,1,0,2,2,12,2,0,0,0.0,2,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/OCRPageCounter.java,19
tika,org.apache.tika.parser.pdf,OCR2XHTML,0,0,10,5,63,12,0,1,-1.0,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/OCR2XHTML.java,34
tika,org.apache.tika.parser.pdf,AbstractPDF2XHTML,35,2,47,3,1096,213,2,0,0.06382978723404255,0,35,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/AbstractPDF2XHTML.java,136
tika,org.apache.tika.parser.pdf,AbstractPDF2XHTML.NameSpecTuple,2,0,0,0,14,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/AbstractPDF2XHTML.java,1505
tika,org.apache.tika.parser.pdf,AbstractPDF2XHTML.ActionTrigger,0,0,0,0,1,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/AbstractPDF2XHTML.java,1523
tika,org.apache.tika.parser.pdf,XFAExtractor,11,0,7,0,196,50,0,0,0.0,2,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/XFAExtractor.java,37
tika,org.apache.tika.parser.pdf,XFAExtractor.XFAField,4,0,0,0,14,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/XFAExtractor.java,299
tika,org.apache.tika.parser.pdf,PDFEncodedStringDecoder,1,0,2,0,62,6,0,0,1.0,1,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFEncodedStringDecoder.java,30
tika,org.apache.tika.parser.pdf,PDFEncodedStringDecoder.COSStringParser,0,0,0,0,19,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFEncodedStringDecoder.java,99
tika,org.apache.tika.parser.pdf,AccessChecker,3,0,6,6,63,13,0,0,0.0,3,3,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/AccessChecker.java,25
tika,org.apache.tika.parser.pdf,PDFParserConfig,44,0,79,78,722,98,0,0,0.02531645569620253,17,5,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParserConfig.java,35
tika,org.apache.tika.parser.pdf,PDFParserConfig.TikaImageType,1,0,0,0,8,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParserConfig.java,47
tika,org.apache.tika.parser.pdf,PDFParserConfig.OCR_STRATEGY,0,0,0,0,29,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParserConfig.java,919
tika,org.apache.tika.parser.pdf,PDFParserConfig.OCRStrategyAuto,2,0,0,0,27,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParserConfig.java,949
tika,org.apache.tika.parser.pdf,PDFParserConfig.OCR_RENDERING_STRATEGY,0,0,0,0,24,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParserConfig.java,993
tika,org.apache.tika.parser.pdf,PDFParserConfig.IMAGE_STRATEGY,0,0,0,0,31,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFParserConfig.java,1032
tika,org.apache.tika.parser.pdf,PDFDOMUtil,0,0,2,0,48,11,0,0,-1.0,1,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFDOMUtil.java,31
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTML,16,0,12,4,414,65,0,0,0.5,0,4,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTML.java,51
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTML.State,6,0,0,0,8,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTML.java,479
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTML.HtmlTag,2,0,0,0,32,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTML.java,488
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTML.ObjectRef,2,0,0,0,24,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTML.java,530
tika,org.apache.tika.parser.pdf,PDFMarkedContent2XHTML.MCID,2,0,0,0,27,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDFMarkedContent2XHTML.java,562
tika,org.apache.tika.parser.pdf,PDMetadataExtractor,0,0,24,2,423,79,0,0,-1.0,3,20,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDMetadataExtractor.java,61
tika,org.apache.tika.parser.pdf,PDF2XHTML,3,0,15,5,254,25,1,1,0.7333333333333333,1,13,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,54
tika,org.apache.tika.parser.pdf,PDF2XHTML.AngleDetectingPDF2XHTML,0,0,0,0,61,0,0,2,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,270
tika,org.apache.tika.parser.pdf,PDF2XHTML.AngleCollector,1,0,0,0,19,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/parser/pdf/PDF2XHTML.java,350
tika,org.apache.tika.parser.pdf,PDFParserTest,8,6,25,23,378,44,0,0,0.92,0,20,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/java/org/apache/tika/parser/pdf/PDFParserTest.java,64
tika,org.apache.tika.renderer.pdf.pdfbox,TextOnlyPDFRenderer,0,0,2,1,45,2,0,0,-1.0,1,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/renderer/pdf/pdfbox/TextOnlyPDFRenderer.java,30
tika,org.apache.tika.renderer.pdf.pdfbox,TextOnlyPDFRenderer.TextOnlyPageDrawer,0,0,0,0,29,0,0,0,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/renderer/pdf/pdfbox/TextOnlyPDFRenderer.java,49
tika,org.apache.tika.renderer.pdf.pdfbox,PDDocumentRenderer,0,0,0,0,5,0,1,1,-1.0,0,0,/Users/surabhilone/Desktop/Thesis/SoftwareSystems/tika/tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pdf-module/src/main/java/org/apache/tika/renderer/pdf/pdfbox/PDDocumentRenderer.java,21
