Project,Package,Smell,Description
tika,org.apache.tika.pipes,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PipesServerTest; HandlerConfig; PipesServer; FetchEmitTuple; LoggingPipesReporter; CompositePipesReporter; PipesClientTest; PipesClient; PipesResult; PipesConfig; PipesConfigBase; PipesReporterBase; PipesReporter; PipesReporterBase.StatusFilter; PipesReporterBase.IncludesFilter; PipesReporterBase.ExcludesFilter; PipesReporterBase.AcceptAllFilter; PipesParser; PipesException]; [HandlerConfig.PARSE_MODE]; [PipesResult.STATUS]; [PipesServer.STATUS]; [PipesServer.MetadataListAndEmbeddedBytes]; [FetchEmitTuple.ON_PARSE_EXCEPTION]; [FailedToStartClientException]. LCC (Lack of Component Cohesion) = 0.28
tika,org.apache.tika.pipes,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.pipes; org.apache.tika.pipes.extractor; org.apache.tika.pipes
tika,org.apache.tika.pipes.async,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MockReporterTest; AsyncConfig; AsyncProcessor; AsyncProcessor.FetchEmitWorker; AsyncEmitter; MockReporter; AsyncChaosMonkeyTest; MockEmitter]; [MockFetcher]; [MockDigesterFactory]; [MockDigesterFactory.MockEncoder]; [OfferLargerThanQueueSize]; [AsyncEmitter.EmitDataCache]; [AsyncStatus]; [AsyncStatus.ASYNC_STATUS]. LCC (Lack of Component Cohesion) = 0.53
tika,org.apache.tika.pipes.fetcher,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.config
tika,org.apache.tika.pipes.fetcher,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MockFetcher; AbstractFetcher; Fetcher; FetcherManager; EmptyFetcher; RangeFetcher]; [FetcherStringException]; [FetchKey]. LCC (Lack of Component Cohesion) = 0.38
tika,org.apache.tika.metadata.writefilter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [StandardWriteFilterTest; StandardWriteFilter; MetadataWriteFilter; MetadataWriteFilterFactory; StandardWriteFilterFactory]; [StandardWriteFilter.StringSizePair]. LCC (Lack of Component Cohesion) = 0.33
tika,org.apache.tika.metadata,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 49
tika,org.apache.tika.metadata,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.utils; org.apache.tika.metadata.writefilter
tika,org.apache.tika.metadata,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.metadata; org.apache.tika.utils; org.apache.tika.metadata
tika,org.apache.tika.metadata,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.metadata; org.apache.tika.metadata.writefilter; org.apache.tika.metadata
tika,org.apache.tika.metadata,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.apache.tika.metadata; org.apache.tika.utils; org.apache.tika.parser; org.apache.tika.parser.microsoft; org.apache.tika.parser.mailcommons; org.apache.tika.metadata
tika,org.apache.tika.metadata.filter,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.mime; org.apache.tika.metadata.
tika,org.apache.tika.renderer,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [RenderRequest; CompositeRenderer; Renderer; PageRangeRequest; RenderResults; RenderResult; PageBasedRenderResults]; [RenderingState]; [RenderingTracker]; [RenderResult.STATUS]. LCC (Lack of Component Cohesion) = 0.4
tika,org.apache.tika.parser.external,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ExternalParser; ExternalParsersConfigReader; ExternalParsersFactory; CompositeExternalParser; ExternalParsersConfigReaderMetKeys]; [ExternalParser.LineConsumer]. LCC (Lack of Component Cohesion) = 0.33
tika,org.apache.tika.exception,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TikaMemoryLimitException; TikaException; AccessPermissionException; EncryptedDocumentException; CorruptedFileException; UnsupportedFormatException; ZeroByteFileException; TikaConfigException]; [WriteLimitReachedException]; [ZeroByteFileException.IgnoreZeroByteFileException]; [RuntimeSAXException]; [FileTooLongException]; [TikaTimeoutException]. LCC (Lack of Component Cohesion) = 0.46
tika,org.apache.tika.xmp,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.xmp.convert; org.apache.tika.metadata.
tika,org.apache.tika.xmp.convert,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AbstractConverter; RTFConverter; MSOfficeBinaryConverter; ITikaToXMPConverter; GenericConverter; OpenDocumentConverter; MSOfficeXMLConverter; TikaToXMP]; [Namespace]. LCC (Lack of Component Cohesion) = 0.22
tika,org.apache.tika.langdetect.opennlp,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [OpenNLPDetectorTest; OpenNLPDetector; ProbingLanguageDetector]; [OpenNLPDetector.TikaUrlCharSequenceNormalizer]; [OpenNLPDetector.AlphaIdeographSequenceNormalizer]; [ProbingLanguageDetector.CSAndLength]; [ProbingLanguageDetector.CharIntNGrammer]; [ProbingLanguageDetector.MutableInt]. LCC (Lack of Component Cohesion) = 0.75
tika,org.apache.tika.langdetect.tika,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LanguageProfileTest; LanguageProfile; LanguageProfilerBuilderTest; LanguageIdentifier; LanguageProfilerBuilder; LanguageProfilerBuilder.NGramEntry; TikaLanguageDetector; ProfilingHandler; ProfilingWriter; ProfilingWriterTest; LanguageIdentifierTest]; [LanguageProfilerBuilder.QuickStringBuffer]; [LanguageProfile.Counter]; [LanguageProfile.Interleaved]; [LanguageProfile.Entry]. LCC (Lack of Component Cohesion) = 0.33
tika,org.apache.tika.langdetect.optimaize,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.langdetect; org.apache.tika.language.detect.
tika,org.apache.tika.server.standard,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MetadataResourceTest; TikaResourceTest; RecursiveMetadataResourceTest]; [UnpackerResourceTest]; [UnpackerResourceWithConfigTest]; [TikaPipesTest]; [TikaDetectorsTest]; [OpenNLPMetadataFilterTest]; [DetectorResourceTest]; [TikaMimeTypesTest]; [RecursiveMetadataFilterTest]; [OptimaizeMetadataFilterTest]; [JsonMaxFieldLengthTest]; [FetcherTest]; [TikaParsersTest]. LCC (Lack of Component Cohesion) = 0.87
tika,org.apache.tika.server.standard,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: org.apache.tika.metadata; org.apache.tika.serialization.
tika,org.apache.tika.server.standard.config,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.apache.tika.parser.pdf; org.apache.tika.parser.ocr
tika,org.apache.tika.server.client,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestBasic; TikaServerClientConfig; TikaClientCLI; TikaEmitterResult; TikaClient; TikaPipesHttpClient; TikaClientCLI.FetchWorker; TikaAsyncHttpClient]; [TikaEmitterResult.STATUS]; [TikaServerClientConfig.MODE]; [TikaPipesHttpClient.TimeoutWaitingForTikaException]; [TikaClientConfigException]. LCC (Lack of Component Cohesion) = 0.42
